('action_bottom', 'auditory_top')	('action_top', 'auditory_top')	('action_bottom', 'auditory_bottom')	('action_top', 'auditory_bottom')	average_similarity	average_std
Trinkspruch	Nachschlag	Cafeteria	Kneten	0.27868119171266353	0.3352539520451166	
Rezitator	Schlagwerk	Mikrobiologe	Textile	0.2786403681657322	0.3009811992645221	
Telegraf	Rohrstock	Robe	Stickerei	0.2785961838888639	0.3236883150742966	
Jingle	Nachschlag	Lavendel	Planzen	0.27857305321966636	0.1705870835779254	
Jingle	Klopfen	Yoghurt	Wickel	0.27857138959345257	0.117362259023473	
Videotext	Taktstock	Flaneur	Kicks	0.27856314483873024	0.193338237903834	
Papagei	Motorsäge	Apfelsine	Besteck	0.27851539299113676	0.23874846192733346	
Spruch	Streicheln	Soße	Knetmasse	0.27850464585347173	0.20910687383032187	
Schulleiter	Klöppel	Burgstraße	Abrollen	0.2784686767012016	0.40299729408956364	
Kollege	Schlagstock	Hafen	Möbel	0.2783921308225372	0.34357577798098465	
Sprecher	Anschlag	Küste	Bein	0.2782255771160733	0.3083234269840781	
Schüler	Tanz	Pollen	Kneten	0.2782180538143854	0.22619086272920633	
Sinto	Hämmern	Pulver	Klebstoff	0.278079827738058	0.11386752832404168	
Jingle	Tanz	Pflaume	Knetmasse	0.2780608478722541	0.21989817837134856	
Sprecher	Anschlag	Strauch	Waschen	0.2780220014085275	0.2451165111227572	
Redner	Taktstock	Vestibül	Bekleidung	0.27802064531234016	0.40087995720296055	
Schuljunge	Tanz	Laubengang	Textile	0.27798832958255626	0.3602215616071446	
Vogel	Streicheln	Hörnchen	Taschentuch	0.2779134352691955	0.15427755078580918	
Radio	Anschlag	Harz	Möbel	0.2775829179336946	0.21466840098477355	
Trinkspruch	Taktstock	Farmhaus	Tischtuch	0.2775808527461911	0.3309108250484181	
Minister	Klaviatur	Waisenhaus	Faltenwurf	0.27745501550262225	0.3892061017352532	
Schüler	Streicheln	Flüssigkeit	Kochgeschirr	0.2773226359766581	0.22351030305796973	
Kleiber	Schlagwerk	Weide	Bindfaden	0.27730428911133226	0.19742887452194363	
Psalmist	Vibrieren	Garbe	Textile	0.2773018513598101	0.1757556693271465	
Redakteur	Rohrstock	Säulengang	Segeltuch	0.27725797770414234	0.4012655202042092	
Videotext	Schlagstock	Kubus	Vorhängen	0.27718300470151613	0.27445552164498555	
Bariton	Schlagwerk	Oxid	Säbel	0.2771422034153387	0.283862459243368	
Psalmist	Tanz	Kalzium	Arbeitsgang	0.2770374304947579	0.3092767396847628	
Recorder	Tanz	Flieder	Tisch	0.2769203536124602	0.22989451586476478	
Posaunist	Klöppel	Schilfrohr	Spülkasten	0.2768646140475906	0.28610909376095783	
Kollege	Taktstock	Buddha	Hand	0.27678171118768174	0.3536568408946581	
Showmaster	Rohrstock	Lichthof	Brosche	0.2766702164394302	0.4053952042488205	
Kanzlerin	Klöppel	Onyx	Einrad	0.27655807392715365	0.2829948403628196	
Reporter	Fußtritt	Blütenstaub	Tischtuch	0.2764986297398164	0.31284476290453905	
Lehrer	Schlag	Zipfel	Schuhwerk	0.27614218977715543	0.23140765966331656	
Uhu	Schlag	Gras	Griff	0.2761285464146224	0.17467977683906546	
Kleiber	Schlagwerk	Fühler	Textile	0.27609535479039327	0.378823198038341	
Trinkspruch	Schlagstock	Steinpilz	Trocknen	0.27582312139156256	0.17564608065890275	
Entertainer	Nachschlag	Röschen	Kneten	0.2757705902996534	0.15414031254611033	
Lehrer	Taktstock	Palast	Karton	0.27564522397328745	0.3382084619429342	
Jingle	Taktstock	Schalotte	Trocknen	0.2755690731925231	0.28340092448085324	
Schulleiter	Hämmern	Steilküste	Verrutschen	0.27543492348692045	0.3631455989870371	
Tölpel	Klaviatur	Netzhaut	Flicken	0.2754186309779571	0.29867783189407127	
Tölpel	Anschlag	Granat	Garn	0.2753504189385202	0.25887490911312605	
Schüler	Motorsäge	Hügel	Deckel	0.27525998937376156	0.3682137268004666	
Troubadour	Nachschlag	Gewürznelke	Kneten	0.2751459111863773	0.2600445501043833	
Psalmist	Schlagwerk	Papyrus	Abrollen	0.27502851240838677	0.2625759783907839	
Ohr	Rohrstock	Lamm	Tisch	0.27496562380001804	0.29906907467684807	
Singvogel	Motorsäge	Laubblatt	Bettzeug	0.2748464480663481	0.29857532702297457	
Troubadour	Klopfen	Milchzucker	Befeuchtung	0.2746395070015218	0.12138034646790372	
Minister	Vibrieren	Rotunde	Kleben	0.2746357871797707	0.3142653287015301	
Tuba	Fußtritt	Ovarium	Säbel	0.27458558950420414	0.23858293639619008	
Unterhändler	Motorsäge	Wasserlinie	Lauffläche	0.2744700063977266	0.38507838243411596	
Kommentator	Anschlag	Hafenstraße	Befeuchtung	0.27439291260613147	0.4150028265259559	
Schüler	Klatschen	Grüne	Bekleidung	0.2743599758787768	0.27587235502798146	
Beitrag	Schlag	Pflanze	Tisch	0.27428873431593387	0.26670926263534367	
Spruch	Nachschlag	Frucht	Geschirr	0.2742739442822989	0.2565407221395384	
Moderatorin	Schlagwerk	Siedlerin	Fixieren	0.2742640175139071	0.22946373404586212	
Funktelefon	Klatschen	Asiatin	Kicks	0.274238740326944	0.08904081305961532	
Moderatorin	Nachschlag	Orange	Kneten	0.2742335438596123	0.26919038284446584	
Holzbläser	Streicheln	Bioreaktor	Planzen	0.2741897538581039	0.10349743826396511	
Telefax	Klöppel	Ulme	Riemen	0.2741490907402372	0.29671412020785987	
Würger	Schlagstock	Mangrove	Fausthieb	0.2741180824739405	0.20532306413239426	
Dolmetscher	Schlagstock	Körnchen	Bindfaden	0.27407557317452896	0.2504785922819226	
Trinkspruch	Streicheln	Kastanie	Trocknen	0.2738891437209209	0.1940576405619334	
Artgenosse	Streicheln	Seehecht	Planzen	0.27373567522108005	0.23405933281019128	
Jingle	Streicheln	Maggi	Trocknen	0.2736569626683167	0.2334691102415791	
Zeichentrick	Taktstock	Törtchen	Waschen	0.27358640000757517	0.19797592526316637	
Musikbox	Tanz	Bungalow	Geschirr	0.2735204217411361	0.42561100372661564	
Gitarrist	Schlagwerk	Antimon	Planzen	0.27348978062890134	0.1591608108460759	
Psalmist	Taktstock	Oblate	Textile	0.2734277312864235	0.32729457173291004	
Minister	Schlag	Tempel	Weben	0.2733632610646903	0.3568562071411593	
Telegraf	Klopfen	Vorzimmer	Keilriemen	0.2732882137646767	0.3649652783213539	
Kollege	Motorsäge	Hotel	Hand	0.2732021941732017	0.4259925030807039	
Radio	Hämmern	Iglu	Planzen	0.2731910044078764	0.16682494212196675	
Tonband	Rohrstock	Moor	Papier	0.2731402556869474	0.27920328799024924	
Trauergast	Anschlag	Bahnstraße	Befestigung	0.2730958035829378	0.31763326436652045	
Posaunist	Klaviatur	Mikroalge	Befeuchtung	0.27295653643086354	0.18483911905685627	
Telefax	Klopfen	S&P	Möbel	0.27294497010877183	0.28024577885900565	
Redner	Klopfen	Pier	Riemen	0.2729405444645769	0.21873121135146006	
Musikant	Streicheln	Nicolette	Schrubber	0.27290207118304716	0.24394609804479403	
Sandmännchen	Taktstock	Seezunge	Satteltasche	0.2728069680054945	0.25787640022329594	
Tuba	Nachschlag	Limo	Kicks	0.2727084209745344	0.13704455420162806	
Jingle	Tanz	Essig	Kneten	0.2726257161434018	0.20306136985468923	
Bariton	Taktstock	Myrrhe	Kochgeschirr	0.2726223466093321	0.22346671759514544	
Musikbox	Schlagstock	Knäckebrot	Kochgeschirr	0.27254809946344216	0.18236239097359763	
Augenzeuge	Klopfen	Gaswerk	Säbel	0.272510853607672	0.2239230897784228	
Recorder	Klatschen	Herberge	Möbel	0.27234662745945004	0.3575286701117489	
Vogel	Motorsäge	Speisekarte	Trocknen	0.2723340443084918	0.31272390384983073	
Recorder	Tanz	Tröpfchen	Montieren	0.27232819961582194	0.2439358886999059	
Krähe	Klatschen	Zentaur	Verrutschen	0.2723135283077771	0.2932831217230868	
Journalist	Schlagstock	Stadtviertel	Arbeitsgang	0.2722939639472215	0.3432766900915436	
Reporterin	Schlagwerk	Marienplatz	Liegestütze	0.2722044842388932	0.2801403096673882	
Mitschnitt	Tanz	Karamel	Schneebesen	0.2721672105807003	0.2200533621465937	
Dolmetscher	Schlagwerk	Jerusalemer	Werkstück	0.272075357322692	0.41821175614686107	
Papagei	Tanz	Husar	Beutel	0.2720619320460412	0.22849589619513036	
Autofahrer	Schlagstock	Planetarium	Faltenwurf	0.272048745923094	0.39228065658628064	
Pfiff	Klatschen	Karpfen	Knobeln	0.2719108619833479	0.0934453201263358	
Trinkspruch	Tanz	Badehaus	Geschirr	0.27190633001596815	0.3591661834503981	
Krähe	Klöppel	Seevogel	Zaumzeug	0.27188803260842	0.2482152563766826	
Moderatorin	Taktstock	Wandgemälde	Anfertigen	0.2718765395910267	0.2502460093989745	
Schulleiter	Rohrstock	Pigment	Segeltuch	0.2718458067477068	0.4059355115961288	
Schuljunge	Schlagstock	Hibiskus	Tischdecke	0.27178811121178037	0.25652166780545227	
Schüler	Schlag	Meer	Ball	0.2716806991333883	0.3172264269196082	
Posaunist	Schlagwerk	Waschhaus	Notizblock	0.271647063034236	0.3244612221354158	
Sprechanlage	Vibrieren	Küchlein	Geschirr	0.27151417620366597	0.22015486608060358	
Jingle	Hämmern	Joppe	Befeuchtung	0.27143230812880076	0.18586360895277387	
Sandmännchen	Taktstock	Sepia	Maniküre	0.2714224671575972	0.2510504863685092	
Fiedel	Schlagwerk	Ulan	Werkstück	0.27136523413435654	0.3292798991833929	
Telegraf	Klopfen	Espe	Paddel	0.27134733743650385	0.28583404411069224	
Komiker	Klaviatur	Halde	Planzen	0.2713331809863139	0.21907245155948704	
Jingle	Tanz	Süßspeise	Knetmasse	0.2712236530386254	0.23721446765316243	
Redner	Anschlag	Fresko	Textilie	0.27121182837119595	0.23055450345681983	
Artgenosse	Nachschlag	Meeresfrucht	Befeuchtung	0.2711998699291239	0.17483123236331136	
Krachen	Tanz	Gin	Knetmasse	0.2711709052469535	0.11192730462735555	
Jingle	Klatschen	Fruchtzucker	Befeuchtung	0.271120723892567	0.22344041772822054	
Monolog	Fußtritt	Unkraut	Trocknen	0.2709675464162613	0.2367937664655429	
Reporterin	Tanz	Wandbild	Bekleidung	0.27096097491808235	0.3318175544547444	
Krähe	Anschlag	Nelke	Garn	0.27082628120076474	0.3289452290214149	
Gitarrist	Hämmern	Teer	Schrubber	0.2706932067466326	0.08753493523282249	
Holzbläser	Hämmern	Glyzerin	Kicks	0.2706786496764531	0.09600839581106983	
Kleiber	Schlag	Niere	Stichsäge	0.27058251132893135	0.2709921304730567	
Gitarrist	Klaviatur	Reservoir	Ellbogen	0.27039900888226226	0.3588348347562168	
Sandmännchen	Tanz	Mahagoni	Knetmasse	0.2703650528870693	0.2378254988484542	
Schuljunge	Vibrieren	Miesmuschel	Kneten	0.2703500003640132	0.2478434244603746	
Schwalbe	Tanz	Mammutbaum	Tragekomfort	0.26989686341504254	0.21966609718140323	
Trauergast	Hämmern	Fleischhauer	Trocknen	0.2697754469311878	0.08562801008534754	
Krähe	Nachschlag	Onyx	Planzen	0.26968581014991877	0.2781228224551487	
Tuba	Klopfen	Urin	Papier	0.26963752333980756	0.1748167527105014	
Vogel	Motorsäge	Staude	Knetmasse	0.2694518863837508	0.13767499465222954	
Schuljunge	Streicheln	Pünktchen	Polsterung	0.2693825675658394	0.28989107457157876	
Telegraf	Hämmern	Geburtshaus	Textilie	0.2693049140473916	0.40139733535650685	
Krähe	Schlag	Schimmel	Unterlage	0.2690975913421208	0.1806441639396505	
Radio	Nachschlag	Aroma	Knetmasse	0.2685671456004644	0.21460287637360861	
Schauspieler	Rohrstock	Quartier	Bettwäsche	0.2683692188148323	0.39176987558242143	
Bombenleger	Motorsäge	Krustentier	Widerhaken	0.26834554848909076	0.21636454608843045	
Papagei	Schlagstock	Grapefruit	Besteck	0.2683189226672729	0.26047292810413414	
Eule	Klopfen	Birke	Bettzeug	0.2680945953493032	0.13931889949090742	
Radio	Taktstock	Gourmet	Trocknen	0.26798645298548257	0.2242475667524844	
Fernsprecher	Vibrieren	Schatzhaus	Abrollen	0.26775323643672727	0.380906869540355	
Saal	Schlag	Falter	Rasieren	0.2677333218856975	0.32174229062930987	
Troubadour	Tanz	Sonnenmilch	Trocknen	0.26773079562653457	0.2574285065029879	
Krachen	Klatschen	Pfefferminz	Besteck	0.2675966399287888	0.13399715075914898	
Fernsprecher	Hämmern	Nebengebäude	Notizblock	0.26754750423698576	0.29159142267390925	
Psalmist	Klaviatur	Agave	Textile	0.267497286835866	0.24374046816046335	
Troubadour	Streicheln	Gerbstoff	Kneten	0.26738246648806235	0.26140094689189236	
Ton	Streicheln	Brei	Trocknen	0.26719166923894894	0.09376757931086539	
Beitrag	Klopfen	Champagner	Kochgeschirr	0.26706335254342833	0.18286813547118871	
Gemurmel	Klopfen	Embryo	Garn	0.2670201828863688	0.2029700089829441	
Dolmetscher	Hämmern	Zisterne	Arbeitsgang	0.26699277264267407	0.39840578215409284	
Psalmist	Hämmern	Lyoner	Trocknen	0.2669726728635085	0.24399091816405785	
Komiker	Tanz	Heer	Garn	0.266931386088369	0.27879992594226405	
Posaunist	Klöppel	Täfelchen	Bettwäsche	0.266927744027506	0.32874041520381636	
Schüler	Klatschen	Planet	Knie	0.26660773237141444	0.35616854730703135	
Darsteller	Streicheln	Flaneur	Paddel	0.2665918400694296	0.1882418142396677	
Minister	Taktstock	Landzunge	Werkstück	0.26658378606281546	0.44253408104602	
Vogel	Taktstock	Zapfen	Stickerei	0.26639969883203485	0.3136203347374013	
Moderatorin	Klatschen	Blütenpollen	Knetmasse	0.2662358018166804	0.3119279463072731	
Recorder	Vibrieren	Küchenzeile	Bettwäsche	0.26614068109017713	0.37816242134056605	
Fernsprecher	Klöppel	Quader	Schere	0.26607472369699886	0.24662665138559137	
Jingle	Nachschlag	Pfeffer	Knetmasse	0.26592616681742953	0.07240870641080949	
Tölpel	Schlagstock	Hämoglobin	Fingernagel	0.2658855135112335	0.29059983322696814	
Showmaster	Schlagstock	Gewächshaus	Tischdecke	0.2658390415097241	0.3341599605316824	
Vogel	Schlagstock	Kornfeld	Schuhkarton	0.26573689545928253	0.25646409287348587	
Augenzeuge	Hämmern	Stausee	Säbel	0.26553693427556274	0.32435957707707863	
Autokolonne	Klöppel	Karree	Segeltuch	0.26552492798738647	0.16834130946750683	
Kollege	Taktstock	Schilf	Bindfaden	0.26552301297278935	0.2694827529767482	
Kanzlerin	Anschlag	Zentaur	Weben	0.2654280084126938	0.2904712458949706	
Sandmännchen	Vibrieren	Bestäubung	Accessoire	0.2654185064513301	0.12101228698388199	
Kommentator	Rohrstock	Stadthaus	Notizblock	0.2652551435861575	0.41841993731071264	
Trauergast	Klöppel	Franse	Textilie	0.26525092200533645	0.251017686505422	
Reporterin	Motorsäge	Kuppel	Möbel	0.2651698666010226	0.3705151542065211	
Pauke	Fußtritt	Darm	Daumen	0.2650935527227261	0.24103600115305113	
Fernsprecher	Motorsäge	Yachthafen	Schränkchen	0.26496219291927015	0.370889402798675	
Sirene	Klatschen	Lavendel	Knetmasse	0.2647877057622802	0.17364586048593728	
Kleiber	Klöppel	Kliff	Textile	0.26477873747385067	0.3616701930469021	
Monolog	Schlag	Sekret	Garn	0.2647677487957612	0.20019242076075597	
Brecher	Schlagstock	Kreide	Stichsäge	0.2646781338485862	0.29051709656578406	
Krachen	Schlag	Rind	Messer	0.2644342741724258	0.11017571712928967	
Mitschnitt	Rohrstock	Knäckebrot	Tablett	0.26428910596806304	0.18134049841584465	
Unterhändler	Vibrieren	Jerusalemer	Textile	0.2642726551454739	0.4157536867252723	
Posaunist	Nachschlag	Paraffin	Kochgeschirr	0.2641259054613277	0.21378912146738127	
Fernsprecher	Klöppel	Schiffswrack	Strickjacke	0.26390590093919297	0.17214810592914428	
Anwalt	Schlagwerk	Diele	Werkstück	0.2637937332268383	0.29121877713045735	
Troubadour	Hämmern	Sumpfland	Befeuchtung	0.2636009445130196	0.3597825452910463	
Sender	Nachschlag	Flunder	Widerhaken	0.2635988291661379	0.16485654387132434	
Kanzlerin	Nachschlag	Laubengang	Textilie	0.2635368361648034	0.3681146399892213	
Trauergast	Klopfen	Kieme	Textile	0.26346861185274373	0.30181507881364283	
Troubadour	Nachschlag	Vinaigrette	Kneten	0.26341217709604914	0.19763596044965265	
Kompressor	Klopfen	Bioreaktor	Trocknen	0.2633480656594801	0.09403398396772551	
Schüler	Schlag	Wein	Wäsche	0.26331359739683774	0.17175998867666742	
Kompressor	Nachschlag	Treibhaus	Trocknen	0.2632860908928722	0.23630365641931805	
Videotext	Taktstock	Robe	Textile	0.2631742911362489	0.30975990987158547	
Dolmetscher	Klatschen	Küstenlinie	Bekleidung	0.26296198241891705	0.42097472549259146	
Kleiber	Hämmern	Bidet	Textile	0.2628437881197214	0.19346365781383057	
Schulleiter	Schlagstock	Trockenmauer	Stickerei	0.26283170720285937	0.30344058628863096	
Posaunist	Rohrstock	Steinweg	Sandpapier	0.26277951449372844	0.26594289255537423	
Staatsanwalt	Schlagwerk	Jägerstraße	Verrutschen	0.2627039604842427	0.2977350035904999	
Psalmist	Taktstock	Trankopfer	Planzen	0.26245517547008207	0.1492848128448054	
Entertainer	Nachschlag	Kirschwasser	Befeuchtung	0.2624512812763575	0.2581003826363585	
Verfasser	Schlagwerk	Stadtstaat	Textile	0.26245010756535253	0.32493205987773083	
Jingle	Taktstock	Suppe	Knetmasse	0.2623566691066373	0.23506543515306397	
Dolmetscher	Klöppel	Wallstraße	Befestigung	0.26229001072283614	0.3721096897811784	
Papagei	Schlagstock	Pudding	Besteck	0.26228986703775203	0.2429049451551857	
Staatsanwalt	Schlagstock	Zusammenfluß	Stichsäge	0.26225832771337854	0.31043071403801203	
Jingle	Nachschlag	Getränk	Kochgeschirr	0.2622514195589183	0.24027894851991832	
Sender	Streicheln	Auster	Kneten	0.2620341452725643	0.18445560028916183	
Posaunist	Klöppel	Talg	Klebstoff	0.26198264786598136	0.19432968514581345	
Psalmist	Vibrieren	Marschland	Keilriemen	0.2618252109702695	0.29213482546973396	
Uhu	Streicheln	Garnele	Schneebesen	0.2616048404706815	0.22787728007798846	
Anwalt	Streicheln	Knospe	Maniküre	0.26158949504545415	0.3848528557150631	
Jingle	Nachschlag	Honig	Trocknen	0.261526904817129	0.21651423652273966	
Clown	Taktstock	Erdapfel	Besteck	0.2615177645019802	0.27725337676521894	
Schulleiter	Hämmern	Mauerstraße	Abrollen	0.26145062394845	0.3753052945110226	
Ton	Klopfen	Acker	Waschen	0.2611866494081841	0.21869156257444147	
Schüler	Schlag	Ufer	Trocknen	0.2611333782784779	0.3462920140543735	
Schulleiter	Klaviatur	Stadtviertel	Bekleidung	0.2611295411867873	0.33411957426270267	
Autokolonne	Fußtritt	Pfarrhof	Garn	0.2610660681640224	0.16693220295320338	
Sprechanlage	Taktstock	Frikadelle	Kochgeschirr	0.2610525624990281	0.17215232067923492	
Jingle	Vibrieren	Schalentier	Knetmasse	0.2609082479649645	0.2038940692312587	
Sprachrohr	Anschlag	Facelift	Befestigung	0.26080912065560624	0.3064378890315126	
Jingle	Klopfen	Creme	Kneten	0.26079404955567115	0.29769107419416546	
Beitrag	Klaviatur	Schafgarbe	Trocknen	0.26075974061087287	0.3795623329137339	
Posaunist	Motorsäge	Bauernhaus	Bettwäsche	0.260558882095181	0.3105154247731617	
Darsteller	Klöppel	Wandbild	Lauffläche	0.26050046946409416	0.3317056154099432	
Komiker	Vibrieren	Fresko	Planzen	0.26049857107618873	0.22381531540477964	
Spruch	Taktstock	Sauerkraut	Kochgeschirr	0.2603067526771091	0.21855234364682552	
Unterhändler	Schlagstock	Wasserlauf	Spülkasten	0.2602631866239535	0.3388643685870277	
Vogel	Tanz	Nougat	Kochgeschirr	0.2601985813701084	0.25190840262312886	
Schulleiter	Streicheln	Regenwasser	Planzen	0.26013745337998934	0.15510811388914458	
Sprecher	Nachschlag	Essener	Trocknen	0.25997881307556886	0.18454796249023886	
Jingle	Klopfen	Panier	Schrubber	0.2599094167343574	0.12926657449028145	
Schmierfink	Anschlag	Wiederkäuer	Befeuchtung	0.25986642524846426	0.18275144798071463	
Kommentator	Klaviatur	Seehafen	Kochgeschirr	0.25948443770879087	0.31909731068012676	
Jingle	Taktstock	Sirup	Kochgeschirr	0.2594489653701492	0.21931263804225376	
Lehrer	Vibrieren	Palais	Knobeln	0.2594046023358096	0.34045139935599317	
Spruch	Nachschlag	Curry	Trocknen	0.25930497577706046	0.2061469444137009	
Tenor	Hämmern	Fries	Papier	0.25916543590859953	0.36521052380046193	
Mischpult	Schlagwerk	Paraffin	Arbeitsgang	0.2591632319582007	0.21175598485486538	
Redner	Tanz	Sari	Planzen	0.2590638242710036	0.17148564810107997	
Troubadour	Streicheln	Kohlenhydrat	Arbeitsgang	0.25900813555893704	0.179914176725333	
Beitrag	Klatschen	Nektar	Kochgeschirr	0.2589549374955719	0.2673066657755558	
Kompressor	Hämmern	Aquädukt	Kicks	0.25888959904531667	0.22636668497413612	
Jingle	Streicheln	Beere	Trocknen	0.25875743849391725	0.2499806812049211	
Lehrer	Hämmern	Buchläden	Textile	0.2587282228445246	0.2727566115073093	
Fernsprecher	Rohrstock	Äderchen	Bein	0.25850938779326016	0.27211288242994053	
Bauchredner	Rohrstock	Hermannplatz	Maniküre	0.25846602228708787	0.15602970475970573	
Vogel	Schlagstock	Orchidee	Knetmasse	0.25839588368181726	0.21269036937105373	
Grunzen	Nachschlag	Ovarium	Karabiner	0.2582979494510054	0.24590175534538208	
Sänger	Klopfen	Strauch	Kicks	0.2582513500559785	0.25444151890779965	
Krachen	Vibrieren	Zeder	Wäsche	0.2581527284401989	0.19716690478948176	
Minister	Klatschen	Protein	Arbeitsgang	0.25796650065194643	0.24025854502508415	
Troubadour	Nachschlag	Heidelbeere	Trocknen	0.25786082519684933	0.26263193171298965	
Schauspieler	Hämmern	Sternbild	Kniescheibe	0.2578381404526336	0.3883367294801785	
Sprachrohr	Vibrieren	Königsplatz	Stickerei	0.2577253663121082	0.3673600316252689	
Gitarrist	Klaviatur	Latrine	Keilriemen	0.25770257468612207	0.3094061549989705	
Würger	Schlagstock	Honigtau	Schneebesen	0.25690901453798193	0.09372726963100064	
Bariton	Schlagwerk	Espe	Textilie	0.25685904114751695	0.2843893624671928	
Troubadour	Nachschlag	Sandelholz	Wickel	0.25677216731938074	0.23773790424270638	
Redakteur	Vibrieren	Königstraße	Bekleidung	0.256681844653403	0.43107423172793585	
Psalmist	Nachschlag	Rezeptur	Geschirr	0.25666118783690495	0.23250197589398677	
Ton	Anschlag	Kalk	Trocknen	0.2566305857133783	0.23673608514593808	
Tuba	Tanz	Anis	Trocknen	0.2566202226434577	0.1998018994640505	
Kompressor	Nachschlag	Inhaltsstoff	Befeuchtung	0.2564599331359074	0.1610008203191558	
Psalmist	Vibrieren	Rippchen	Wickel	0.2562523486515204	0.23980711877867386	
Schauspieler	Schlagstock	Präparat	Unterlage	0.25623075962633146	0.20235024230191462	
Radio	Schlag	Bier	Trocknen	0.2560890384402496	0.20378432380811246	
Troubadour	Hämmern	Thuja	Trocknen	0.25607798153418676	0.3338797070177853	
Psalmist	Klaviatur	Aceton	Planzen	0.256071802346366	0.16592500668299046	
Tölpel	Klöppel	Pagode	Ellbogen	0.256043234270181	0.31840472830100075	
Telegraf	Anschlag	Burgstraße	Stickerei	0.25587967017271185	0.4184168235316231	
Psalmist	Nachschlag	Milchzucker	Kneten	0.2558686859561491	0.10940803055345585	
Uhu	Schlagstock	Melone	Beutel	0.2558246009603617	0.2756958230702634	
Telefax	Tanz	Brösel	Schrubber	0.2557960138772021	0.10575956270760586	
Mitschnitt	Klatschen	Zuckerbrot	Planzen	0.25575740626627536	0.050498153378585875	
Trauergast	Klopfen	Schellfisch	Verrutschen	0.2557525868921161	0.20825934684022576	
Journalist	Schlagwerk	Limousine	Webstuhl	0.255739906293638	0.4578236042344685	
Posaunist	Rohrstock	Borke	Trocknen	0.2555675485570722	0.33402082354106494	
Tuba	Tanz	Tran	Trocknen	0.2555401815523776	0.15758586060360785	
Minister	Klopfen	Kies	Trocknen	0.2554388025864825	0.2595829673693328	
Tonleiter	Nachschlag	Faserstoff	Textilie	0.25534593892458846	0.2118474912547585	
Psalmist	Nachschlag	Schafgarbe	Befeuchtung	0.2552502707822057	0.34144070338693505	
Troubadour	Tanz	Makrele	Kneten	0.25509598750737855	0.17190106474574454	
Beitrag	Klatschen	Birne	Tisch	0.2548500441630407	0.18207643355946845	
Jingle	Klatschen	Moschus	Planzen	0.2548028347600176	0.14711872182228075	
Entertainer	Tanz	Pünktchen	Verrutschen	0.2547163197593723	0.2914895996734168	
Jingle	Nachschlag	Speisesalz	Kneten	0.25471254129675897	0.26329542561125774	
Telefax	Hämmern	Quai	Textile	0.25470590892021444	0.19168560131167028	
Papagei	Motorsäge	Tomate	Knetmasse	0.25464216308510895	0.19916138311299475	
Lehrer	Nachschlag	Grüne	Textilie	0.25455628554448356	0.26381812935194104	
Vorfall	Motorsäge	Pilz	Trocknen	0.25446353420968576	0.10791508327776718	
Videotext	Motorsäge	Dateiname	Polsterung	0.2544154658096604	0.2579800384656303	
Augenzeuge	Schlagwerk	Zusammenfluß	Schnittgut	0.25428035139049854	0.3175380964224098	
Staatsanwalt	Klopfen	Regenwasser	Waschen	0.2542398493167835	0.15449522515710215	
Telegraf	Hämmern	Coupé	Möbel	0.25418333062565446	0.34103292491686105	
Vogel	Taktstock	Grapefruit	Tablett	0.25409917659184916	0.25830264286772614	
Komiker	Rohrstock	Kreide	Bein	0.2538834046487468	0.2880022303162093	
Würger	Anschlag	Lämmchen	Schrubber	0.25387315490040263	0.317125024646873	
Psalmist	Hämmern	Drehkreuz	Arbeitsgang	0.25378344027995087	0.38127065253058284	
Jingle	Streicheln	Whiskey	Trocknen	0.2536057961486023	0.13930543234487053	
Trinkspruch	Nachschlag	Breme	Planzen	0.253541392515587	0.1502578770332979	
Beitrag	Klaviatur	Atrium	Bekleidung	0.2535156231092551	0.4024560156415626	
Schmierfink	Rohrstock	Steckrübe	Schneebesen	0.253356466726838	0.08795500616641948	
Bariton	Klopfen	Buddha	Textilie	0.253233300233871	0.3547858496442831	
Spruch	Nachschlag	Zwiebel	Trocknen	0.2531051642256696	0.17066330920750797	
Hahnenschrei	Anschlag	Flunder	Leder	0.25294281887655967	0.17102972633724642	
Ohrenzeuge	Klöppel	Stalaktit	Lauffläche	0.2529164516763632	0.2761055039323968	
Uhu	Tanz	Erbse	Trocknen	0.25288038726439127	0.15836005155697883	
Mitschnitt	Anschlag	Marienplatz	Kochgeschirr	0.2527467926557864	0.2892971257903997	
Metronom	Vibrieren	Mahagoni	Fußmatte	0.2527300741235618	0.24433411960419457	
Lied	Klopfen	Saft	Kochgeschirr	0.25252409228203293	0.18634459473820855	
Beitrag	Taktstock	Marzipan	Trocknen	0.25248117518578517	0.22717599057508472	
Sängerin	Tanz	Taverne	Trocknen	0.2524645179277961	0.31807595530635546	
Autokolonne	Fußtritt	Nordstadt	Säbel	0.25236496500474465	0.2689831579555478	
Trinkspruch	Nachschlag	Krem	Trocknen	0.2521958965824446	0.10179241480374307	
Fernsprecher	Schlagstock	Laubblatt	Sandpapier	0.2521390497672109	0.30647778374747486	
Krachen	Motorsäge	Mehlschwitze	Schneebesen	0.2519298335675112	0.1456373813875247	
Trinkspruch	Streicheln	Limone	Trocknen	0.25192361922264933	0.20478264041499325	
Tuba	Klaviatur	Alaun	Befeuchtung	0.25189257890849415	0.23364202070425322	
Posaunist	Klopfen	Kohlehydrat	Klebstoff	0.2516932985616049	0.26009231299597424	
Dolmetscher	Schlagwerk	Steinweg	Keilriemen	0.25145412149216	0.26377775484304616	
