Words	Pseudowords	n_Syllables	Bewertung	Included	Include? 	Pilot	Sound	Action	Hand Act	Hand is dominant	Geraeusch	Geraeusch_SD	Handlung	Handlung_SD	Visuell	Visuell_SD	Vertrautheit	Vertrautheit_SD	Letters	Lemma_freq	Neighbors	Bigram_freq	Trigram_freq	Natural	Living	Animate	CongResp_S_Prop	CongResp_S_Prop (philosopher exluded)	RT_S_Mean	CongResp_A_Prop	CongResp_A_Prop (philosopher exluded)	RT_A_Mean	LDT_CorrResp_Prop	LDT_RT_Mean	CorrResp_Prop_PW	RT_Mean_PW		First_Miniblock_OddSubs	First_Miniblock_EvenSubs	Rating_Study	Unbekannt_GE	Unbekannt_HA	Unbekannt_VI	Pros	Cons			Phil Comments	Comments Phil	Comments Marie	Comments Gesa						Foot Act	Mouth Act			Category 	AF	Act	Kiefer		Kategorie 		Syllables_raw		Vertrautheit (ORIGINAL)	Geraeusch_SE	Handlung_SE	Visuell_SE	Vertrautheit_SE		RT_S_Sum	CongResp_S_Sum	NonNaNTrials_S	RT_A_Sum	CongResp_A_Sum	NonNaNTrials_A	RT_Sum_W	CorrResp_Sum_W	NonNaNTrials_W	RT_Sum_PW	CorrResp_Sum_PW	NonNaNTrials_PW			
Besen			5	0		0		1	1		2,78	1,41	5,13	0,97	4,33	1,74	5,81	0,40	5					0	0	0														3	0,00	0,00	0,00		mid AF																					Nahrungsmittel		spa-ghet-ti		5,95	0,14	0,27	0,24	0,05		0	0	0	0	0	0	0	0	0	0	0	0			
Disco		2	5	0		0	1	1	0,2	0	6,00	0,00	5,11	1,10	3,42	1,77	5,57	0,81	5	0,49	9,42	103190,71	43293,37	0	0	0																		very high AF	not a genuine concrete object																o	0	1	0				lan-ze		4,83						0	0	0	0	0	0	0	0	0	0	0	0			
Marimba		3	5	0	zu unvertraut	0	1	1	1	1	5,11	1,17	5,10	1,52	3,40	1,96	1,88	1,51	7	0,11	1,71	82822,92	28818,58	0	0	0														NachR_VE				very high AF	musical instr (only appear as high AF)	infrequent / not well known												0,5			a	1	1	0				säug-ling		5,67						0	0	0	0	0	0	0	0	0	0	0	0			
Hammer		2	5	0		0	0,5	1			3,38		5,07		4,60		4,94		6	10,89	14,98	331842,72	218260,06	0	0	0																			neither low nor high AF																m	1	1	0				ras-sel		5,56	0,25	0,28	0,47	0,06		0	0	0	0	0	0	0	0	0	0	0	0			
Kochlöffel			5	0		0	0	1	1	1	1,40		5,00		3,80		4,93		10					0	0	0																			compound																o	n		1						4,93						0	0	0	0	0	0	0	0	0	0	0	0			
Scanner		2	5	0		0	0,5	1			3,06	1,34	5,00	1,37	3,31	1,40	5,81	0,54	7	1,15	3,00	415207,16	243452,00	0	0	0																			neither low nor high AF													1			f	0	1	0				man-da-ri-ne		6,00						0	0	0	0	0	0	0	0	0	0	0	0			
Tastatur		3	5	0		0	0,5	1			2,79		5,00		4,47		5,07		8	1,95	0,86	240441,29	136298,96	0	0	0																			neither low nor high AF												zu abstrakt (Visualisierung)									menschengemachtes Objekt				4,62	0,33	0,37	0,31	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Gambe		2	5	0		0	1	1	1	1	4,50	2,35	5,00	1,41	3,25	1,83	2,00	1,62	5	0,20	7,71	202392,36	150570,25	0	0	0														NachR_VE				very high AF	musical instr (only appear as high AF)	not well known																				Pflanze		fich-te		5,38	0,14	0,14	0,28	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Sense			5	0		0		1	1		3,30	1,29	5,00	1,17	4,81	1,50	5,24	1,18	5					0	0	0														3	0,00	0,00	0,00		mid AF																					menschengemachtes Objekt				5,71	0,07	0,30	0,43	0,12		0	0	0	0	0	0	0	0	0	0	0	0			
Würfel			5	0		0		1	1		3,48	1,65	5,00	1,24	5,24	1,04	5,76	0,44	6					0	0	0														3	0,00	0,00	0,00		mid AF				wahrs. mittleres AF-Rating & genug high Act																	Kleidung		ho-se		5,95	0,13	0,28	0,33	0,05		0	0	0	0	0	0	0	0	0	0	0	0			
Raspel		2	5	0		0	0,5	1			3,44	1,62	4,94	1,30	3,78	1,56	4,89	1,41	6	0,14	5,99	81573,96	29735,19	0	0	0																			neither low nor high AF				infrequent												o	1	0,5	0				pro-pel-ler		5,38						0	0	0	0	0	0	0	0	0	0	0	0			
Reibe		2	5	0		0	0,5	1			3,29	1,61	4,94	1,59	3,67	1,78	5,28	1,41	5	1,06	11,56	276942,34	151401,49	0	0	0																			neither low nor high AF				too general?												a	0	0	0				wom-bat		3,44	0,36	0,06	0,26	0,31		0	0	0	0	0	0	0	0	0	0	0	0			
Topf		1	5	0		0	0,5	1			2,56	1,10	4,94	1,11	4,11	1,78	5,94	0,24	4	12,72	11,13	24638,94	20390,85	0	0	0																			neither low nor high AF																o	1	1	0				dy-na-mit		5,22	0,27	0,34	0,43	0,06		0	0	0	0	0	0	0	0	0	0	0	0			
Schüssel		2	5	0		0	0,2	1			2,25	1,95	4,94	1,18	4,13	1,63	5,88	0,50	8	10,06	4,28	256679,17	69931,21	0	0	0																																			a	1	0	1				spatz		4,60						0	0	0	0	0	0	0	0	0	0	0	0			
Zither			5	0	zu unvertraut	0	1	1	1	1	5,38		4,94		3,44		3,54	1,96	6					0	0	0														NachR_VE					zu unvertraut				infrequent / not well known												a	0	0	0				ro-chen		5,06	0,34	0,40	0,49	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Zug		1	5	0		0	1	1	0,5	0	5,13	1,09	4,94	1,29	4,44	1,26	5,94	0,25	3	125,30	21,40	39468,65	36104,03	0	0	0																		very high AF																	o	0,2	1	0						6,00	0,22	0,30	0,32	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Flasche		2	5	0		0	0,2	1			2,31	1,20	4,88	1,20	4,63	1,54	5,81	0,75	7	34,34	6,85	388614,04	222898,77	0	0	0																																								Hilfsmittel		blin-ker		5,76	0,21	0,21	0,36	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Kutsche		2	5	0		0	1	1	0,5	0	3,88	1,59	4,88	1,26	4,56	1,09	5,56	0,81	7	3,38	8,99	379891,40	228256,68	0	0	0																			not very high AF																m	1	1	0						5,50						0	0	0	0	0	0	0	0	0	0	0	0			
Stempel			5	0		0	0,5	1	1		2,22	1,20	4,87	1,18	4,52	1,12	5,52	0,75	7					0	0	0														3	0,00	0,00	0,00		nicht low AF																o	0	1	0				buch		6,00	0,19	0,28	0,42	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Münze			5	0		0		1	1		2,65	1,30	4,87	1,22	4,67	1,53	5,95	0,22	5					0	0	0														3	0,00	0,00	0,00		mid AF				low AF? genug high Act												o	0	1	0				ja-cke		6,00						0	0	0	0	0	0	0	0	0	0	0	0			
Harke		2	5	0		0	0,5	1			2,80	1,21	4,87	1,13	4,20	1,37	5,13	1,50	5	0,79	14,13	186887,54	150207,62	0	0	0																			neither low nor high AF																m	1	1	0				schlag-zeug		5,61						0	0	0	0	0	0	0	0	0	0	0	0			
Hobel		2	5	0		0	0,5	1			2,87		4,87		3,47		2,73		5	0,68	13,70	100595,42	32110,61	0	0	0																			neither low nor high AF				Vertrautheit seltsamerweise sehr niedrig -> nochmal raten?																	Fortbewegungsmittel				5,24	0,26	0,23	0,30	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Keks		1	5	0		0	0,5	1			3,17	1,29	4,83	1,04	3,56	1,79	6,00	0,00	4	1,19	7,71	85030,17	79610,14	0	0	0																			food (only appear as low AF)	neither low nor high AF															o	0	1	0				seil		5,69	0,32	0,08	0,37	0,31		0	0	0	0	0	0	0	0	0	0	0	0			
Regenschirm			5	0		0	0	1	1	1	1,19		4,81		5,00		5,13		11					0	0	0																			"Compound; might trigger ""Regen"" which has AF"																o	n		1						5,13						0	0	0	0	0	0	0	0	0	0	0	0			
Axt		1	5	0		0	0,2	1	1		2,27		4,80		4,40		3,27		3	3,68	10,70	105757,37	105527,13	0	0	0																																			a	0,5	0	0						5,83	0,08	0,12	0,35	0,17		0	0	0	0	0	0	0	0	0	0	0	0			
Boot		1	5	0		0	0,5	1			2,89	1,32	4,78	1,00	4,56	1,25	5,72	0,83	4	30,31	21,40	108306,59	104493,43	0	0	0																			neither low nor high AF													1			f	0	1	1				man-go		3,60						0	0	0	0	0	0	0	0	0	0	0	0			
Knüppel		2	5	0		0	0,5	1			2,83	1,47	4,78	1,52	4,06	1,59	5,44	1,04	7	3,25	3,42	62703,96	33851,74	0	0	0																			neither low nor high AF				rather colloqiual		wenn im Duden vorhanden, finde ich das ok										a	0	0	0				laus		4,81						0	0	0	0	0	0	0	0	0	0	0	0			
Schiff		1	5	0		0	1	1	0,2	0	4,06	1,43	4,78	0,94	4,72	1,07	5,78	0,55	6	87,83	5,99	190127,40	54750,30	0	0	0																																								Gebäude				5,52	0,26	0,34	0,35	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Trolley			5	0		0	0,8	1	1		3,57	1,47	4,77	1,07	3,75	1,55	5,00	1,38	7					0	0	0														3	0,00	1,00	1,00		nicht high AF				Anglizismus & genug high Act												o	0,2	0,5	0						5,56	0,27	0,23	0,36	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Amboss		2	5	0		0	0,5	1	1		3,00	1,20	4,75	1,61	4,31	1,45	4,63	1,31	6	1,01	1,28	106189,03	87078,77	0	0	0																			neither low nor high AF																					Kunst		bild		5,90	0,00	0,27	0,33	0,07		0	0	0	0	0	0	0	0	0	0	0	0			
Video		3	4	0	lieber rauslassen, high-high haben wir ja genug 	0	1	1	0	0	5,06	1,34	4,75	1,61	4,25	1,95	5,88	0,34	5	3,34	5,57	123667,39	21145,36	0	0	0																		very high AF	too abstract?			wirklich stark mit motorischen Handlungen assoziiert?													o	1	1	0				mo-tor-rad		5,50						0	0	0	0	0	0	0	0	0	0	0	0			
Kreide			5	0		0		1	1		3,22	1,51	4,74	1,32	4,05	1,60	5,71	0,56	6					0	0	0														3	0,00	0,00	0,00		mid AF																					Kleidung		jeans		5,90	0,16	0,24	0,27	0,07		0	0	0	0	0	0	0	0	0	0	0	0			
Spachtel			5	0		0		1	1		2,61	1,41	4,74	1,48	3,67	1,85	5,10	1,18	8					0	0	0														3	0,00	0,00	0,00		mid AF																					Nahrungsmittel		ham-bur-ger		5,71	0,17	0,27	0,32	0,12		0	0	0	0	0	0	0	0	0	0	0	0			
Gießkanne			5	0		0	0	1	1	1	2,33		4,73		4,67		4,53		9					0	0	0																			compound																o			1						4,53						0	0	0	0	0	0	0	0	0	0	0	0			
Altar		2	5	0		0	0	1	0	0	1,28	0,75	4,72	1,07	4,83	1,50	5,44	1,04	5	14,34	11,99	179613,83	139841,63	0	0	0																		very low AF	highly visual																o	1	0,8	0						4,50	0,20	0,39	0,46	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Jet		1	5	0		0	1	1	0,5	0	5,19	1,11	4,69	1,54	4,19	1,38	5,25	1,48	3	0,81	29,97	109178,75	94610,79	0	0	0																		very high AF																	a	1	0	0				schim-pan-se		5,50	0,12	0,40	0,39	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Kettensäge			5	0		0	1	1	1	1	5,63		4,69		3,63		3,50		10					0	0	0																			compound				Compound but lexicalized?												o	0	1	0				sprit-ze		5,61						0	0	0	0	0	0	0	0	0	0	0	0			
Panzer		2	5	0		0	1	1	0,5	0	5,00	0,97	4,69	1,70	4,94	1,39	5,25	1,44	6	20,82	11,13	350522,49	210888,30	0	0	0																		very high AF																	mo	1	1	1				peit-sche		4,90	0,44	0,14	0,36	0,39		0	0	0	0	0	0	0	0	0	0	0	0			
Bar		1	5	0		0	1	1	0,5	0	4,52	1,33	4,68	1,53	3,11	1,49	5,76	0,54	3	10,40	47,52	151662,23	136292,22	0	0	0																																			a	0,5	0	0						5,61						0	0	0	0	0	0	0	0	0	0	0	0			
Flieger		2	5	0		0	1	1	0,5	0	5,28	1,02	4,67	1,19	4,28	1,23	5,67	0,77	7	12,16	6,42	474098,53	223273,74	0	0	0																		very high AF																	m	1	1	1				key-board		4,47	0,34	0,38	0,44	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Kino		2	5	0	? high action?	0	1	1	0,2	0	4,72	1,27	4,67	1,46	4,22	1,44	5,94	0,24	4	15,12	23,12	103356,84	22475,32	0	0	0																		very high AF	rather vague, not a concrete object			find ich auch fraglich, ob das wirklich stark mit motorischen Handlungen assoziiert ist																		Pflanze		a-horn		5,38	0,15	0,19	0,31	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Limousine 			5	0		0		1	0,2		2,52	1,24	4,65	1,11	4,62	1,36	5,24	1,04	10					0	0	0														3	0,00	0,00	0,00		mid AF				"genug high Act; eher keine direkte Hand Aktion"																	Einrichtung				5,76	0,12	0,33	0,34	0,12		0	0	0	0	0	0	0	0	0	0	0	0			
Laster		2	5	0		0	1	1	0,2	0,2	4,61	1,14	4,65	1,58	4,12	1,36	5,50	1,20	6	7,15	14,55	432698,89	234816,34	0	0	0																																								Hilfsmittel		sei-fe		5,90	0,15	0,20	0,35	0,07		0	0	0	0	0	0	0	0	0	0	0	0			
Jalousie		4	5	0		0	0,5	1			3,00	0,97	4,61	1,33	4,22	1,35	5,67	0,69	8	1,50	1,71	288657,54	187128,76	0	0	0																			neither low nor high AF																					Gebäude				5,24	0,35	0,31	0,24	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Kran		1	5	0		0	0,5	1			3,39	1,65	4,61	1,54	4,72	1,27	5,50	0,92	4	2,67	27,40	274699,63	221893,28	0	0	0																			neither low nor high AF													1			f	0	0,8	0				erd-bee-re		6,00						0	0	0	0	0	0	0	0	0	0	0	0			
Spatel			5	0		0	0,5	1	1		2,22	1,48	4,61	1,44	3,29	1,74	4,19	1,63	6					0	0	0														3	0,00	0,00	0,00		nicht low AF																o	1	1	0				jet		5,25	0,32	0,41	0,29	0,33		0	0	0	0	0	0	0	0	0	0	0	0			
Kladde		2	5	0	no 	0	0	1	1	1	1,58	0,90	4,60	1,17	3,80	1,48	3,11	1,88	6	0,34	0,43	262384,38	154601,36	0	0	0																			not well known													1			f	0	1	1				schnitt-lauch		4,93						0	0	0	0	0	0	0	0	0	0	0	0			
Mühle		2	5	0		0	0,5	1			3,48	1,66	4,58	1,50	5,05	1,35	5,05	1,36	5	9,25	10,27	190167,47	154263,24	0	0	0																			not high AF																					Tier		gril-le		5,29	0,34	0,10	0,34	0,21		0	0	0	0	0	0	0	0	0	0	0	0			
Kirche		2	5	0	in die Kirche gehen, in der Kirche sitzen/beten/knien/beichten... allerdings alles nicht so wirklich mit der Kirche selbst als konkretes Objekt (ähnlich zu Kino)	0	1	1	0,2	0	4,50	1,21	4,56	1,59	4,88	1,45	5,81	0,54	6	172,76	7,71	337043,55	191066,27	0	0	0																		very high AF				wirklich stark mit motorischen Handlungen assoziiert?													a	0,5	0	0						5,44	0,34	0,34	0,35	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Fackel		2	5	0		0	0,2	1			2,28	1,32	4,56	1,46	4,83	1,15	5,61	0,92	6	7,37	8,13	89044,64	35642,45	0	0	0																																								Natur 		schlamm		5,52	0,15	0,25	0,33	0,15		0	0	0	0	0	0	0	0	0	0	0	0			
Blouson			5	0	zu unvertraut	0	0	1	1	1	1,14	0,48	4,50	1,28	3,78	1,31	4,33	1,91	7					0	0	0														3	2,00	3,00	3,00																											5,71	0,16	0,31	0,29	0,16		0	0	0	0	0	0	0	0	0	0	0	0			
Fenster		2	5	0		0	0,2	1			2,44	1,34	4,50	1,10	4,94	1,21	6,00	0,00	7	117,93	5,99	612122,87	247004,23	0	0	0																																1			f	0	1	1				pa-pri-ka		4,93	0,32	0,26	0,29	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Schwert		1	5	0		0	0,2	1			2,25	1,18	4,50	1,75	5,13	1,31	5,19	1,56	7	14,89	10,70	455084,23	147704,29	0	0	0																																			o	0,5	1	0						5,67	0,24	0,16	0,39	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Lok		1	5	0		0	1	1	0,5	0	5,31	0,95	4,50	1,63	4,75	1,44	5,56	1,21	3	0,72	28,68	15838,17	14949,32	0	0	0																		very high AF													0,5				o	1	1	0				bus		5,94	0,10	0,38	0,41	0,30		0	0	0	0	0	0	0	0	0	0	0	0			
Papier			5	0		0	0,5	1	1		2,35	1,15	4,48	1,41	3,86	1,77	5,90	0,30	6					0	0	0														3	0,00	0,00	0,00		nicht low AF				genug high Act																	menschengemachtes Objekt		re-kor-der		5,24	0,31	0,27	0,26	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Bob			5	0		0	0	1	0,5	0	1,93		4,47		3,67		2,79		3					0	0	0																			ambiguous (also a name)																o	n		1						2,79						0	0	0	0	0	0	0	0	0	0	0	0			
Bohrmaschine			5	0		0	1	1	1	1	5,80		4,40		3,50		4,13		12					0	0	0																			compound				"Compound but lexicalized? Instead ""Bohrer""?"												a	0	0	0						5,56	0,15	0,23	0,36	0,41		0	0	0	0	0	0	0	0	0	0	0	0			
Kapelle			5	0	lieber nicht	0	1	1	0		4,74	1,39	4,39	1,23	3,90	1,45	5,29	1,23	7					0	0	0														3	0,00	0,00	0,00		ambig (Kirchenraum, Chor)				low Act?																	Natur 				5,38	0,31	0,25	0,27	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Trillerpfeife			5	0		0	1	1	1	0,5	5,69		4,38		2,56		3,50		13					0	0	0																			compound				Compound but lexicalized?												o	1	1	0				böl-ler		5,56	0,26	0,13	0,36	0,39		0	0	0	0	0	0	0	0	0	0	0	0			
Walze		2	5	0		0	0,5	1			2,76	1,48	4,37	1,42	4,26	1,28	4,43	1,66	5	3,66	11,56	184028,40	148964,40	0	0	0																			not high AF																o	0	1	0				mo-ni-tor		5,56	0,24	0,27	0,32	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Pumpe		2	4	0	lieber nicht (zu niedriges AF-Rating)	0	0,8	1	1		3,57	1,43	4,37	1,34	3,11	1,20	5,19	1,25	5	3,60	8,99	157966,62	143014,42	0	0	0																		pretty high AF	not very high AF																a	0,5	0	0						4,67						0	0	0	0	0	0	0	0	0	0	0	0			
Kamin			5	0		0	0,8	1	0,5		3,52	1,31	4,35	1,34	4,48	1,54	5,76	0,62	5					0	0	0														3	0,00	0,00	0,00		nicht high AF				"genug high Act; Hand Aktion?"												a	0,5	0	0						4,56						0	0	0	0	0	0	0	0	0	0	0	0			
Aufzug			5	0		0		1	0,5		3,09	1,08	4,35	1,23	3,43	1,75	5,81	0,40	6					0	0	0														3	0,00	0,00	0,00		mid AF				"genug high Act, zusammengesetzt; Hand Aktion?"									1			o	1	1	0				te-le-fon		6,00						0	0	0	0	0	0	0	0	0	0	0	0			
Sichel		2	5	0		0	0,2	1			2,17	1,20	4,33	1,37	4,11	1,53	5,11	1,08	6	1,57	5,99	295141,45	124853,34	0	0	0																						genug für low AF, high Act										1			o	1	1	0				mi-kro-fon		5,63	0,09	0,17	0,34	0,24		0	0	0	0	0	0	0	0	0	0	0	0			
Garten		2	5	0		0	0,5	1			2,73		4,33		4,80		5,20		6	61,48	19,69	509596,12	372333,43	1	0	0																			plant (only appear as low AF)	neither low nor high AF															o	1	0,5	0				ge-blä-se		4,88						0	0	0	0	0	0	0	0	0	0	0	0			
Puck		1	5	0		0	0,5	1			2,67	1,40	4,33	1,95	4,07	1,83	4,88	1,54	4	0,83	18,84	33574,66	19045,37	0	0	0																			neither low nor high AF																					Pflanze		nel-ke		5,19	0,00	0,17	0,30	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Korvette		3	5	0	no, zu unbekannt	0	1	1	0,2	0	4,11	1,96	4,33	1,94	5,00	1,50	3,13	2,19	8	0,41	1,28	289703,19	179782,02	0	0	0																		very high AF	not very well known																o	0	1	0				kof-fer		5,94						0	0	0	0	0	0	0	0	0	0	0	0			
Karabiner			5	0		0	0,5	1	1		2,30	1,22	4,26	1,01	4,38	1,47	5,10	1,26	9					0	0	0														3	0,00	0,00	0,00		nicht low AF				"könnte fälschlicherweise als ""Karabinerhaken"" verstanden werden"												o	1	0,8	0						5,56	0,11	0,31	0,42	0,25		0	0	0	0	0	0	0	0	0	0	0	0			
Fähre		2	5	0	intuitiv high AF	0	1	1	0,2	0,2	3,91	1,35	4,22	1,41	3,57	1,43	5,38	0,86	5	2,15	8,13	206018,74	158395,27	0	0	0														3	0,00	0,00	0,00		nicht Hand-Aktion				"genug high Act; eher keine direkte Hand Aktion"									1			o	0	1	0				scha-le		5,56						0	0	0	0	0	0	0	0	0	0	0	0			
Vibraphon		3	5	0	zu unvertraut	0	1	1	1	1	4,30	1,57	4,20	1,69	2,30	1,57	3,00	2,03	9	0,18	0,00	267464,04	223045,54	0	0	0																		very high AF	musical instr (only appear as high AF)	not well known															a	0,8	0	0				ti-ger		5,61	0,31	0,23	0,24	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Tüte			5	0		0		1	1		2,87	1,22	4,17	1,56	3,86	1,77	5,76	0,44	4					0	0	0														3	0,00	0,00	0,00		mid AF				vage/ambig?																	Kleidung		schal		5,95	0,12	0,24	0,33	0,05		0	0	0	0	0	0	0	0	0	0	0	0			
Pfeil		1	5	0		0	0,5	1			2,69	1,70	4,13	1,71	4,56	1,67	5,50	0,89	5	9,09	4,71	132012,55	30646,66	0	0	0																			neither low nor high AF																a	1	0	0				fer-kel		5,50						0	0	0	0	0	0	0	0	0	0	0	0			
Frachter		2	5	0		0	1	1	0,2	0	4,38	1,31	4,06	1,61	3,75	1,29	5,31	0,95	8	1,48	2,14	560875,57	268559,75	0	0	0																																			a	1	0	0				stier		5,50						0	0	0	0	0	0	0	0	0	0	0	0			
Kahn		1	5	0		0	0,5	1			3,00	1,64	3,89	1,45	3,72	1,56	5,06	1,35	4	5,16	22,69	226635,80	213113,05	0	0	0																			neither low nor high AF				colloquial?		finde ich ok										o	0	1	0				pin-zet-te		5,63	0,06	0,16	0,46	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Grafik 			5	0	no (intuitiv nicht high Act)	0	0	0,8			1,04	0,21	3,83	1,47	3,86	2,06	5,43	0,98	7					0	0	0														3	0,00	0,00	0,00		nicht sehr high Act				recht abstrakt	vgl. Abbildung (Notfall x)											o	0	1	0				schach-tel		5,83						0	0	0	0	0	0	0	0	0	0	0	0			
Setzling			5	0	no (zu unvertraut)	0	0	0,8	1	1	1,00		3,80		3,20		2,33		8					1	1	0																			zu unvertraut																o	n		1						2,33						0	0	0	0	0	0	0	0	0	0	0	0			
Matte			5	0	no (intuitiv nicht high Act)	0	0	0,8			1,22	0,52	3,78	1,44	3,52	1,75	5,43	1,03	5					0	0	0														3	0,00	0,00	0,00		nicht sehr high Act				wahrs. nicht low Act									1			f	0	1	0				waf-fel		5,83	0,25	0,37	0,29	0,40		0	0	0	0	0	0	0	0	0	0	0	0			
Akku			5	0	lieber nicht (zu niedriges Act-Rating)	0	0	1	1	1	1,22	0,52	3,78	1,48	2,90	1,95	5,86	0,36	4					0	0	0														3	0,00	0,00	0,00		nicht sehr high Act																o	0,5	1	0						6,00						0	0	0	0	0	0	0	0	0	0	0	0			
Bildnis			5	0	no (intuitiv nicht high Act)	0	0	0,8			1,04	0,21	3,74	1,66	3,71	2,12	4,86	1,42	7					0	0	0														3	0,00	0,00	0,00		nicht sehr high Act				recht ambig & low Act?		Bild und Bildnis würde ich nicht beide aufnehmen, zu ähnlich															Tier		fisch		5,71	0,19	0,28	0,27	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Poster			5	0	no (intuitiv nicht high Act)	0	0	0,8			1,13	0,34	3,74	1,57	4,43	1,57	5,67	0,66	6					0	0	0														3	0,00	0,00	0,00		nicht sehr high Act													1			a	1	1	0				kind		5,89	0,18	0,39	0,36	0,14		0	0	0	0	0	0	0	0	0	0	0	0			
Brunnen			5	0		0	0,5	0,8	1		2,39	1,23	3,70	1,64	4,05	1,60	5,52	0,87	7					0	0	0														3	0,00	0,00	0,00		nicht low AF				genug high Act																	Kleidung		pul-lo-ver		5,86	0,11	0,26	0,33	0,08		0	0	0	0	0	0	0	0	0	0	0	0			
Karotte		3	5	0		0	0,2	0,8			2,25	1,24	3,69	1,35	4,75	1,73	6,00	0,00	7	0,92	3,42	272147,56	179558,64	1	0	0																			food (only appear as low AF)																					Tier		krebs		5,62	0,15	0,22	0,38	0,21		0	0	0	0	0	0	0	0	0	0	0	0			
Bimmel		2	1	0		0	1	0,8	1	1	5,13	1,09	3,69	1,85	2,20	1,42	4,50	1,67	6	0,07	9,42	100351,28	47036,76	0	0	0																		very high AF																	o	1	0,5	0				aus-puff		5,10	0,22	0,33	0,36	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Kokosnuss		3	5	0		0	0,2	0,8			2,07		3,67		4,73		4,07		9	0,68	0,00	129166,14	83934,87	1	0	0																			food (only appear as low AF)	probably lexicalized compound																						eich-hörn-chen		5,57	0,17	0,12	0,28	0,21		0	0	0	0	0	0	0	0	0	0	0	0			
Brücke			5	0	no (intuitiv nicht high Act)	0	0	0,8			1,70	1,06	3,65	1,34	4,76	1,55	5,71	0,78	6					0	0	0														3	0,00	0,00	0,00		nicht sehr high Act																					Kleidung		gür-tel		5,86	0,21	0,22	0,31	0,08		0	0	0	0	0	0	0	0	0	0	0	0			
Pfeife		2	1	0		0	1	0,8	1	0,8	4,35		3,65		3,60		3,93		6	14,22	5,57	252286,87	145751,99	0	0	0																		very high AF																						Natur 		bach		5,76	0,23	0,18	0,30	0,12		0	0	0	0	0	0	0	0	0	0	0	0			
Roboter 			5	0		0	0,8	0,8			3,61	1,37	3,61	1,56	4,43	1,21	5,38	1,02	8					0	0	0														3	0,00	0,00	0,00		nicht high AF				wahrs. nicht eindeutig low oder high AF und Act	könnte man nochmal raten lassen 											f	0	0,5	0						5,94	0,20	0,31	0,40	0,18		0	0	0	0	0	0	0	0	0	0	0	0			
Dudelsack		3	3	0		0	1	0,8	1	0,8	5,80		3,60		3,80		4,81	1,54	9	0,67	1,71	193908,41	31727,69	0	0	0																		very high AF	musical instr (only appear as high AF)																					menschengemachtes Objekt				4,95	0,16	0,33	0,38	0,25		0	0	0	0	0	0	0	0	0	0	0	0			
Megaphon		3	1	0		0	1	0,8	1	1	5,60		3,60		4,07		3,40		8	0,47	0,86	265409,65	228408,89	0	0	0																		very high AF																	a	1	0	0				go-ril-la		5,56	0,44	0,16	0,38	0,08		0	0	0	0	0	0	0	0	0	0	0	0			
Leuchte			5	0		0	0	0,5			1,13	0,34	3,57	1,62	4,14	1,85	5,52	0,81	7					0	0	0														3	0,00	0,00	0,00		mid Act				low Act?																	Pflanze		gras		5,81	0,21	0,22	0,31	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Kathedrale		4	1	0		0	1	0,8			4,00	1,61	3,56	1,29	4,94	1,26	5,44	1,04	10	11,03	3,42	306499,06	158739,97	0	0	0																		very high AF	not really external actions		very long														a	0	0	0				zeb-ra		5,50	0,25	0,28	0,42	0,17		0	0	0	0	0	0	0	0	0	0	0	0			
Klingel		2	1	0		0	1	0,8	1	1	5,40		3,55		2,80		5,07		7	4,67	4,71	262828,82	55553,54	0	0	0																		very high AF													0,8				o	1	1	0				bar		5,76	0,20	0,33	0,34	0,06		0	0	0	0	0	0	0	0	0	0	0	0			
Liane		3	3	0	no (Act intuitiv nicht hoch genug)	0	0	0,5			1,20		3,53		3,93		4,10	1,70	5	1,01	8,13	231966,13	155069,16	1	1	0																		very low AF	plant (only appear as low AF)		not high action		Vertrautheit seltsamerweise sehr niedrig -> nochmal raten?												f	0	0,8	1				me-lo-ne		4,47	0,06	0,20	0,39	0,44		0	0	0	0	0	0	0	0	0	0	0	0			
