word	en_google_translation	predicted_concreteness	predicted_visual	predicted_haptic	predicted_gustatory	predicted_olfactory	predicted_auditory	predicted_hand	predicted_leg	predicted_head	predicted_mouth	predicted_torso	predicted_valence	predicted_arousal	predicted_dominance	en_concreteness	en_visual	en_haptic	en_gustatory	en_olfactory	en_auditory	en_hand	en_leg	en_head	en_mouth	en_torso	en_valence	en_arousal	en_dominance	
Landschaftsverband	landscape association	0.095	0.071	0.036	0.665	0.952	0.028	-0.499	-0.58	-0.63	0.331	-0.863	-0.053949543189766754	-1.013002343536879	0.0034567451157337848	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Fußballweltmeisterschaft	football world cup	-0.235	0.555	0.619	0.453	0.242	0.041	0.775	1.091	1.04	0.326	0.863	0.12790984436950614	1.554667993518572	-0.2752338771450396	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Spielgerät	play equipment	1.476	1.308	2.269	-0.444	-0.139	0.342	3.127	2.004	-0.489	-1.386	0.848	1.4261030370627372	-0.051503202490354075	1.2222185541823334	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Betriebsstätte	permanent establishment	-0.251	-0.728	0.107	-0.731	0.724	-0.01	0.075	0.681	-0.51	-0.995	-0.273	-0.5135595214208734	-1.4919335085850327	0.014526756245194606	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Dezibel	decibel	-0.412	-1.615	-1.258	-0.543	0.052	2.533	-1.7	-0.233	0.682	0.743	-1.265	-0.7752554737291982	0.38088078965743005	-0.6427147113264107	2.9	0.684210526	0.236842105	0.052631579	0.078947368	4.263157895	0.684210526	0.473684211	3.421052632	1.368421053	0.473684211	na	na	na	
Kreative	creatives	-1.078	-0.055	0.418	0.585	0.274	0.018	1.363	0.597	1.156	-0.112	0.909	2.5850049338210583	1.2553341013769614	2.329433444903799	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Einheitswert	unit value	-0.212	0.407	0.318	-0.027	-0.095	-0.43	-0.084	-0.824	-0.635	-1.423	-1.209	-0.019528373570716122	-1.0108199427250368	0.16619143182406343	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Landeshaushalt	state budget	-0.123	-0.332	-0.022	0.132	0.093	-0.364	-0.143	-0.577	-0.804	-0.063	-0.017	-0.590731121572382	-0.5547859038979485	-0.5614936530825128	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Betriebspraktika	company internships	-0.792	-0.539	-0.73	0.558	0.368	0.955	0.613	0.513	0.561	0.998	-0.387	0.217422891004573	-0.518411113847008	0.5240922129255949	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Schartau	schartau	0.273	-0.077	-0.74	-0.753	-0.865	-0.321	-0.267	-0.477	-1.309	-0.711	-0.531	-0.7918058743469353	-0.46469047186168794	-0.7601649114864042	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Erlebniswelt	experience world	-0.959	0.118	0.086	1.072	0.681	0.285	-0.821	0.604	1.737	0.413	0.322	2.025501765414439	1.1690635580185664	1.1279734540473023	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Restrukturierung	restructuring	-1.49	0.335	0.045	-0.717	-1.121	-0.661	0.31	-0.355	0.203	-1.186	-0.794	-0.7669252043793513	0.09487361007312584	-0.44892587186045196	2.07	3.333333333	1.611111111	0.166666667	0.166666667	1.444444444	1.947368421	0.631578947	2.0	1.263157895	0.631578947	na	na	na	
Betriebsprüfung	audit	-1.439	-0.519	-0.711	-0.045	-0.301	0.707	0.653	0.274	0.214	0.163	-0.571	-0.6627433040335717	-0.06644622492580733	-0.0332257378881015	3.15	2.55	0.3	0.1	0.1	2.4	1.25	0.4	2.4	0.7	0.2	2.82	5.78	3.68	
Thymian	thyme	1.114	-0.6	0.801	3.754	3.612	-2.112	-0.043	-1.631	-1.104	0.796	-1.462	1.0368668187536254	-1.4271531068133916	0.612333879234331	4.96	2.705882353	2.176470588	3.529411765	2.941176471	0.411764706	1.277777778	0.222222222	2.111111111	3.666666667	0.833333333	na	na	na	
Magnesium	magnesium	0.939	-0.983	0.702	1.001	1.74	-1.487	-0.626	-1.563	-1.199	-0.447	-0.588	0.21090994885186268	-0.19402555893666676	0.2460062751219637	4.07	2.75	1.6875	1.4375	1.4375	0.25	0.842105263	0.210526316	1.210526316	2.210526316	0.210526316	4.95	2.86	4.87	
Regierungsmitglied	member of the government	0.953	0.007	-1.123	0.036	-0.407	1.247	-1.634	-1.335	0.156	0.585	-1.07	-1.050206967439735	-0.7402015312073736	-1.0567005187462741	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Ölkonzern	oil company	0.759	-0.498	-0.767	-0.292	0.631	0.791	-1.494	-2.058	-0.215	-0.077	-2.53	-0.5031450568887642	-0.6102753850857398	-0.6620983421715775	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Austauschdienst	exchange service	-0.006	-0.954	-0.307	0.491	-0.101	0.594	-0.016	-0.944	-0.561	0.959	-1.229	0.8937610571877967	-1.634136687366561	0.9161017658968797	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Zeitarbeit	temporary work	-0.194	-0.182	0.471	-1.132	-1.46	0.111	1.169	1.511	0.112	-0.512	0.96	0.20116368839943796	-0.773344810925218	0.632976610150252	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Röntgen	roentgen	0.673	0.671	0.382	-0.458	-0.324	-1.103	-0.181	-0.745	-0.515	-1.333	-0.344	-0.012220324918848089	0.1166279016310456	-0.6335618333138321	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Naturschutzverband	nature conservation association	0.096	-0.427	-0.133	-0.394	0.24	0.649	-0.277	-0.386	-0.065	0.327	-0.772	0.052649483743344765	-0.42951668523968717	-0.07052853264728046	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Montagabend	monday evening	-0.401	-0.559	-0.934	0.93	0.791	2.445	-0.527	0.412	1.12	1.935	0.665	0.950210153313289	0.3107646447180911	0.9118039452431022	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
First	first	-0.42	-0.336	-1.264	-0.732	-0.577	0.36	-1.132	0.409	-0.376	-0.389	-0.521	1.0817390380476064	-0.09500209178253813	1.3053780028310704	2.76	3.1875	0.625	0.25	0.3125	1.4375	1.0	0.789473684	1.421052632	1.0	0.894736842	7.33	4.9	6.38	
Schadenersatzanspruch	claim for damages	-0.612	-0.828	0.009	0.121	-0.234	0.187	-0.081	0.258	-0.502	0.384	0.161	-1.2666123487215146	1.4155927637815613	-1.3062322634748291	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Rauchverbot	smoking ban	0.936	0.999	0.599	1.401	2.273	0.11	-0.111	-0.148	0.725	1.19	1.088	-0.3483563064111148	0.3690835866979468	-0.668283852003553	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Umsatzsteigerung	increase in sales	-0.971	-0.449	0.129	0.604	-0.196	-0.652	0.88	0.847	-0.605	0.262	0.601	0.2238460614529317	1.1810777479892363	0.5966424331761258	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Verhandlungstisch	negotiating table	-0.438	-0.69	0.005	-0.303	-0.777	1.51	0.099	0.701	0.107	1.788	0.475	-0.7646919501430064	0.2597950618956418	-0.5803234249723139	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Rap	rap	0.596	-0.3	0.341	0.383	0.0	1.857	1.111	0.662	-0.247	1.142	0.668	-0.24485205347924208	1.62440637555569	-0.3027480425556572	3.57	0.764705882	0.176470588	0.0	0.0	3.941176471	1.055555556	1.111111111	3.222222222	3.777777778	0.666666667	5.6	4.3	4.82	
Backpapier	baking paper	2.914	1.624	3.932	2.347	2.221	-3.072	2.3	-1.698	-2.05	-0.658	-1.574	0.021822458774720187	-3.197603222556543	0.5844683763040641	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Urabstimmung	ballot vote	-0.311	-0.135	-0.483	-0.257	-0.303	1.441	0.093	-0.891	1.188	1.173	-0.719	-0.75312643679635	0.4823736054276558	-0.08426310048693493	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Gesamtjahr	full year	-0.93	0.011	-0.771	-0.117	-0.633	-1.472	-1.46	-0.32	0.109	-1.51	-0.45	0.9692780237379017	-0.044998400630485345	0.9920751391421527	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Grabung	excavation	0.173	1.702	1.013	-0.129	-0.444	-0.929	1.792	0.113	-0.895	-1.014	-0.109	-0.9301239243922623	0.13918720139978316	-0.6485473172008087	3.23	4.0	2.5	0.3125	0.4375	2.5625	2.0	1.105263158	1.526315789	0.526315789	0.947368421	4.89	4.64	5.67	
Zentralverband	central association	0.185	-0.019	0.48	-0.236	-0.241	-0.872	0.385	-0.095	-1.092	-0.925	-0.299	-0.072029503351353	-1.6042015862500392	0.291804184129727	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Filmförderung	film funding	-0.613	-0.098	-0.555	0.277	-0.089	0.682	-0.429	-0.244	0.016	0.477	-0.807	0.09542476822857719	1.1401437301024642	-0.08790817944953937	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Wohnungseigentümer	apartment owner	0.096	0.165	-0.495	-0.698	-0.028	-0.354	-0.281	-0.221	-0.693	-0.917	-0.496	0.12428152970095505	-0.8927005190167909	0.5050678261509135	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Bildungsministerium	ministry of education	0.415	0.292	-1.013	-0.272	-0.093	1.038	-1.58	-2.126	0.945	-0.219	-2.045	0.4212026625364474	-1.2472565341309136	-0.14579578875208177	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Umweltverträglichkeitsprüfung	environmental impact assessment	-1.673	-0.824	-0.14	-0.219	1.035	0.653	0.287	1.31	0.437	0.564	0.86	-0.33750746802104176	1.3851902751989835	0.1607517505105564	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Haushaltsführung	housekeeping	-0.576	0.177	0.857	0.374	0.453	-0.033	1.743	0.192	0.092	0.599	1.074	0.7691726665882695	-1.6281819234946564	1.20818526682346	3.4	3.947368421	1.263157895	0.052631579	0.894736842	1.684210526	2.95	2.2	1.8	0.6	1.75	5.55	3.43	5.64	
Medienpädagogik	media education	-0.309	0.112	-0.123	-0.211	-0.593	1.85	0.26	-0.032	1.929	0.502	-0.471	0.15335405911249922	0.9416300502073147	-0.08694284781836539	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Außenanlage	outdoor facility	0.319	1.707	0.923	-0.565	0.64	-0.345	0.935	1.773	0.021	-1.137	1.27	2.150948495457404	-0.17472906800074567	2.115678431469838	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Bedienungsanleitung	operation manual	0.921	0.65	0.903	0.063	0.63	1.746	1.94	-0.194	1.132	1.412	-0.112	0.6042004325329342	-0.4018674953267282	1.5059540041842938	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Poetik	poetics	-1.353	-2.366	-0.951	-0.386	-0.269	0.601	-1.065	-1.001	0.632	-0.241	-1.196	-0.30580246238375025	-0.8000594451349715	-0.5209857928056739	2.52	1.176470588	0.058823529	0.058823529	0.058823529	3.529411765	0.789473684	0.421052632	3.263157895	2.789473684	0.789473684	na	na	na	
Personenverkehr	passenger traffic	-0.623	-0.289	-0.12	-1.024	-0.507	0.69	0.309	1.695	-0.832	-0.257	0.926	-1.010090123213423	-0.6198441094320419	-1.0090857672416833	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Dichtkunst	poetry	-1.355	-1.91	-0.628	-0.929	-0.226	0.964	-0.267	-0.962	0.231	0.4	-0.136	0.9344715157659867	-0.6137531887417489	0.8471107004207108	3.5	2.631578947	0.631578947	0.157894737	0.157894737	4.210526316	1.523809524	0.523809524	4.0	3.047619048	0.714285714	6.15	3.59	5.83	
Rechtssache	legal matter	-1.159	-1.643	-1.013	0.923	-0.435	0.511	-1.421	-1.12	-0.002	1.107	-1.179	-1.0644644286702623	-0.4431772076517621	-0.6732446266469588	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Mietzins	rent	-0.103	0.216	-0.099	-0.478	0.048	-1.581	0.793	1.035	-0.69	-1.221	0.717	0.2199543243903785	-0.027317609666947275	0.4454301564256947	3.48	1.529411765	0.117647059	0.0	0.0	0.352941176	1.428571429	0.619047619	1.80952381	1.0	0.619047619	4.41	4.25	5.68	
Gesundheitsgefährdung	health hazard	0.09	-0.217	0.691	0.608	2.2	0.014	0.408	0.713	0.677	1.096	1.947	-1.7903253182482124	1.4646570011430111	-1.8236596186123062	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Bonhoeffer	bonhoeffer	-0.088	-1.831	-1.054	-0.872	-0.299	0.784	-1.488	-1.366	0.708	0.401	-1.207	-0.8007702781393322	-0.8389308172418177	-1.0463569786603772	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Wohngebäude	residential buildings	1.435	1.94	-0.768	-0.581	0.51	-0.467	-0.746	-0.195	-0.049	-1.907	-1.025	-0.641288296110158	-1.8382911252897414	-0.4067832161459199	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Aufklärungspflicht	obligation to provide information	-1.642	-0.86	-0.788	-0.034	0.195	-0.594	-0.654	0.054	0.723	-0.071	0.121	-0.7615498057859302	0.3081478598708535	-0.41329874101600256	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Prisma	prism	1.282	1.636	-0.374	1.091	0.4	-1.28	-1.646	-1.896	1.039	-0.592	-1.749	0.49816675250549797	0.06381862833331443	-0.14962839354815322	4.47	4.384615385	0.769230769	0.384615385	0.384615385	0.769230769	1.105263158	0.263157895	1.736842105	0.052631579	0.052631579	na	na	na	
Mülheimer	mülheimer	0.218	-1.024	-1.334	0.791	0.594	-0.265	-1.046	-1.086	-1.322	0.084	-1.413	-0.3691351538719327	-0.48123880720584566	-0.18349396953469246	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Gravitation	gravity	0.806	0.926	1.28	0.499	-0.078	-1.542	0.383	0.933	-0.865	-1.344	1.191	0.5348664633023412	0.5327805803288528	-0.691410651380131	2.86	1.8	1.5	0.0	0.0	0.25	3.80952381	3.904761905	3.761904762	2.047619048	3.761904762	5.81	4.85	4.48	
Abtrennung	separation	-1.607	-0.327	-0.202	0.422	0.894	-0.79	0.383	-0.683	-1.913	-0.498	-0.261	-0.9907064693504335	0.0270795602350901	-0.9560206446597742	2.96	3.578947368	1.842105263	0.210526316	0.263157895	1.421052632	2.19047619	1.285714286	2.619047619	1.333333333	1.19047619	3.05	3.67	4.0	
Hypothek	mortgage	-0.751	-1.407	-0.888	0.074	-0.209	-0.563	-1.171	-0.295	-0.989	0.01	0.253	0.0612916716804346	0.2503290222240266	-0.30148882401865973	3.14	2.666666667	0.466666667	0.266666667	0.333333333	0.466666667	0.368421053	0.0	1.736842105	0.368421053	0.0	3.45	4.43	3.74	
Begünstigung	favoritism	-1.182	-1.244	0.222	0.581	0.281	0.03	0.414	0.359	-1.852	0.615	0.413	-0.8560698357993441	1.3887364526489376	-0.46908416221419674	1.93	2.842105263	0.315789474	0.263157895	0.263157895	2.526315789	0.6	0.5	3.4	2.35	0.45	4.81	5.15	4.83	
Wohnungsbaugesellschaft	housing association	-0.015	0.847	-1.231	-1.65	-0.704	-0.135	-0.829	0.136	-0.536	-0.972	-0.548	-0.7403172459583268	-0.019367014353699284	-0.013298223316497626	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Besoldungsgruppe	grade	-0.504	-0.791	-1.862	-0.146	-0.653	0.743	-1.756	-1.332	-0.362	0.155	-1.978	-1.3912262273794842	-1.364057225195414	-1.2415590383191164	3.0	3.882352941	0.941176471	0.352941176	0.529411765	1.941176471	1.210526316	0.157894737	2.526315789	0.473684211	0.0	5.18	4.75	6.74	
Höchstbetrag	maximum amount	-0.52	-1.485	-0.518	-0.0	-1.02	-0.946	-0.696	-0.588	-1.382	-0.439	-0.085	0.9141467709411577	-0.7224262121646323	0.8710574960727244	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Aktionswoche	action week	0.242	0.527	0.786	-0.956	-0.76	-0.365	1.605	0.8	-0.773	-0.576	1.201	-0.49426091804892514	0.9673528443339668	-0.11191141655725566	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Nennwert	face value	0.57	-0.277	1.035	-0.222	-0.807	-0.129	-0.087	-2.521	-1.282	-0.645	-2.142	0.287111276809334	-0.027897111869136366	0.132653963147273	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Einigungsstelle	conciliation body	0.269	-1.205	0.675	-0.102	-0.13	-0.011	-0.104	0.105	-1.673	0.367	-0.468	-0.7926116874270225	-1.7932956408272456	-0.46385459532630235	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Schleiermacher	schleiermacher	-0.666	-1.507	-0.18	-0.797	-0.378	0.068	-0.683	-1.635	0.697	-0.378	-1.451	-0.37416406890428483	-1.854095158711956	-0.30057615145860755	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Freilichtmuseum	open air museum	-0.133	0.607	0.431	0.38	1.182	-0.054	0.129	0.251	0.119	-0.169	-0.475	1.2400131437145645	-1.759310622179995	0.9864410133357533	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Rottweiler	rottweiler	0.234	-0.232	-0.322	-0.766	0.156	0.566	-1.046	-0.755	-0.837	-0.207	-0.384	-0.730971740667818	0.964392607504732	-0.7391100780088655	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Betriebsausgabe	business expense	-1.02	-0.439	-0.737	-0.65	-0.676	0.582	0.061	-1.08	-0.183	0.273	-0.796	-0.37251823543322526	-0.04930249070483724	-0.14107651119790693	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Apostelgeschichte	acts of the apostles	-0.106	-0.3	-0.911	-0.143	-0.667	0.05	-0.783	-1.266	-0.522	-0.143	-1.177	-0.12861138808645306	-0.6129613058953419	-0.9064848062449105	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Fachdidaktik	subject didactics	-0.41	-1.006	0.265	-0.679	-0.6	1.093	0.01	-1.075	0.637	0.092	-1.226	-0.5770202679457095	-0.9764313556396946	-0.4893071438060491	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Zusatzleistung	additional service	-0.26	0.047	-0.012	0.888	0.541	0.104	0.47	0.165	-0.593	0.932	0.39	1.1618593481794357	0.0009001621214202283	1.0316208464570122	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Kinderfreibetrag	child allowance	0.442	-0.699	0.706	0.064	-0.657	-0.288	0.821	0.561	-0.871	-0.13	1.098	1.1632905342071187	-0.42898319896562465	0.6618718458671032	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Individualverkehr	individual transport	-0.48	0.29	-0.494	-0.882	-0.052	-0.399	-0.014	3.111	-0.33	-0.866	1.971	-0.6007604208278372	-0.3097768310311206	-0.7468454233578986	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Polizeidienststelle	police department	0.735	1.307	-1.305	-0.588	0.116	0.922	-0.351	-0.434	0.866	-0.34	-1.2	-1.9202063579129265	-0.43677524530190226	-1.6504308268740382	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Schülergruppe	student group	0.191	0.698	-0.933	-0.814	-0.227	1.149	-0.423	0.289	1.28	0.333	-0.471	-0.060483685198797515	0.22984301335516313	-0.2990303058811773	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Büste	bust	1.317	1.207	1.364	-0.519	0.043	-0.89	-0.295	-1.471	0.247	-1.064	-1.172	0.8710453330458517	-1.390187123503737	0.6212207206459659	3.73	3.684210526	1.842105263	0.052631579	0.157894737	1.210526316	2.222222222	0.666666667	1.611111111	0.777777778	2.0	4.77	5.8	6.53	
Minijob	mini job	0.556	0.256	0.036	-0.962	-1.316	-0.096	0.316	1.249	-0.343	-0.859	1.127	-0.21985979621967822	-1.3229301177252466	-0.1649358765576732	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Verkehrsträger	mode of transport	0.267	0.615	-0.222	-0.477	0.133	0.764	-0.178	1.845	-0.255	-0.218	0.237	0.26460795215848826	-1.8707195913142258	0.6128128715452947	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Nationalrat	national council	0.1	-0.691	-0.336	0.028	-0.977	-0.35	0.422	0.162	-0.99	0.217	0.554	-0.4895828519534788	-0.2651894316098982	-0.3545075721167391	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Geldpolitik	monetary policy	-0.27	-1.116	-0.25	-0.469	-1.364	-0.464	-0.112	-0.78	-0.064	-0.275	-0.921	-0.8541403791910868	-0.7542899779095953	-1.1879096696581222	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Hausbesuch	home visit	1.271	1.373	0.698	0.72	1.559	0.657	1.392	1.661	0.687	1.139	2.123	0.7085935827166473	0.03288267599756751	0.6287108608454008	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Aal	eel	0.657	0.261	0.418	2.975	2.079	0.135	-0.658	-2.057	0.26	2.06	-0.717	0.9617671277412537	-0.575478885171356	0.6662662787212464	4.69	3.555555556	2.055555556	1.0	0.333333333	0.111111111	1.315789474	0.578947368	2.736842105	0.894736842	0.736842105	4.14	4.79	4.86	
ha	ha	0.439	0.714	0.54	1.123	1.144	0.308	-0.075	-1.133	1.144	0.815	-0.299	1.8581784894333597	0.9248341177136836	0.4987472145029272	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Veräußerungsgewinn	capital gain	-0.829	-0.47	-0.159	-0.597	-1.089	0.279	0.134	-0.24	-1.067	-0.396	-0.473	-0.5045512212736037	0.30170972495686665	-0.19718169215713743	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Kommunikationsmöglichkeit	communication option	-1.047	-0.189	-0.655	-0.43	-1.005	2.021	0.714	0.801	2.901	1.922	0.043	1.059350942282961	0.5056773460740973	1.4201115360542806	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Verkehrsfläche	traffic area	1.375	1.41	0.694	-0.227	0.918	-1.143	-0.046	1.583	-0.286	-0.999	0.191	-0.24046643438819948	-1.7405085891309269	0.23331207026690068	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Kalendermonat	calendar month	-0.049	-1.113	-0.358	0.006	-0.675	-1.069	-0.291	-0.572	-0.485	-0.71	0.191	1.444385821033089	-1.7587261289002492	1.0261438980774846	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Gemeindeglied	community member	0.001	-0.149	-0.125	-1.195	-0.831	0.551	0.298	-0.284	0.176	-0.349	-0.273	-0.13778007229273947	-1.804186576122448	0.14114869280528552	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Fortbildungsangebot	training offer	0.099	-0.459	-0.286	0.399	-0.274	1.063	0.647	0.095	1.102	1.697	0.12	1.4753179590938743	-0.5791066087574012	1.6762982365533063	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Feststellungsklage	declaratory action	-0.458	-0.989	-0.477	0.69	-0.26	0.18	-0.476	-0.507	-0.129	0.936	-0.732	-1.4339694239836345	0.527567748574581	-1.3130906086272776	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Reichstagsgebäude	reichstag building	2.278	2.254	0.422	0.117	0.929	-0.446	0.198	0.456	0.426	-0.747	-0.003	-0.35354316989643697	-0.3276646489558304	-0.49247023195965894	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Übersendung	transmission	-0.291	-0.917	-0.773	0.663	-0.437	1.282	0.138	-1.672	-0.603	1.243	-1.353	0.6783800911217112	-1.0670922491066763	0.7373303444650244	4.0	3.125	1.5	0.1875	0.375	2.5	2.0	0.846153846	1.846153846	0.923076923	0.769230769	4.62	3.38	4.7	
Warendorf	warendorf	-0.165	-0.14	0.078	0.424	0.364	-0.618	0.745	0.739	-1.553	-0.627	0.78	0.3855944137805386	-0.357383770168432	0.27171038878662523	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Beweiswürdigung	evaluation of evidence	-1.453	-0.972	-0.024	0.866	0.069	0.889	-0.02	-0.373	0.391	1.49	0.013	-0.7837564047923142	0.8738506665723628	-0.11645454292818437	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Jugendsozialarbeit	youth social work	-0.039	0.561	0.546	-0.771	-0.817	0.19	1.283	1.16	0.31	-0.0	1.006	-0.07222994194031808	-0.06194671177269383	-0.10329687178225232	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Leistungskatalog	catalog of services	-1.063	-0.272	-0.237	-0.851	-1.823	-0.816	0.539	-0.57	-0.211	-0.607	0.491	0.5485066493283971	-0.47659164217852473	1.0024923703259832	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Klageerhebung	filing a lawsuit	0.008	-1.314	-0.653	0.103	-1.122	1.451	-0.688	-0.511	-0.557	1.035	-0.658	-1.7059230204321854	0.2721100589644751	-1.7282895563109797	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Stativ	tripod	1.181	1.215	2.399	0.423	-0.141	-1.094	2.427	1.371	0.304	-1.254	1.125	1.263858147526381	-0.4940572410034189	1.245516154653498	4.72	3.833333333	2.75	0.0	0.166666667	0.361111111	2.0	0.85	1.5	0.1	0.2	5.23	4.32	5.14	
Jugendarzt	youth doctor	0.346	-0.026	-0.19	-1.275	-0.742	1.345	0.29	0.299	1.376	0.584	0.932	0.4591845918018044	0.3586369105518806	0.057010124719115436	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Qualitätsverbesserung	quality improvement	-1.151	0.033	-0.271	1.531	0.481	0.006	0.093	-0.629	-0.011	0.921	-1.08	0.24652723958844514	-0.4534018087724562	1.0760582141194783	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Gemeindeordnung	municipal regulations	-0.617	-1.02	-0.905	-0.533	-0.148	0.27	-0.014	-0.861	-1.145	-0.376	-0.715	-0.7701968420649759	-0.5885841510167819	-0.6157898340913041	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Bayreuther	bayreuth	-0.734	-1.426	-1.162	-0.596	-0.52	0.77	-1.927	-1.696	-0.957	0.303	-1.242	-0.3890528318496937	-0.20115413625827622	-0.6091640382488511	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Militärputsch	military coup	-0.332	0.438	-1.365	-0.098	-0.42	0.427	-0.672	-0.41	0.249	-0.755	-0.605	-1.6362141923599476	0.2833446639025161	-2.0901275624448665	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Vormachtstellung	supremacy	-1.207	-0.491	-0.758	-0.196	-0.749	-0.738	-0.763	0.018	-0.097	0.022	-0.082	0.23143611640606082	0.5386220876212515	0.6762892153088835	1.9	2.133333333	0.2	0.466666667	0.4	1.133333333	1.0	0.473684211	2.368421053	1.789473684	0.789473684	3.48	4.26	5.57	
Anlagevermögen	capital assets	-0.64	-0.371	0.624	-0.781	-0.916	-1.619	0.227	-0.182	-0.795	-1.915	-0.226	0.28559523694016214	-0.9031861721321595	0.32016339795554855	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Stilrichtung	style direction	-0.475	-0.259	-0.597	-0.221	-0.157	-0.116	0.776	1.345	-0.042	-1.009	0.568	0.7855329778973092	0.16362017990275582	0.7733883912765017	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Gesamtwertung	overall rating	-0.43	-0.609	-0.355	0.937	-0.042	-0.379	-0.185	0.138	0.15	0.969	0.055	0.7671314624916193	0.14429577364951807	1.1135573785057395	na	na	na	na	na	na	na	na	na	na	na	na	na	na	
Flurstück	parcel	1.411	0.377	0.683	-1.388	0.254	-1.078	0.449	0.16	-0.985	-2.456	-1.191	-1.3077370909218835	-1.3771187856004072	-1.1646404412865077	4.81	3.4	2.65	0.4	0.55	0.75	2.764705882	0.352941176	1.0	0.058823529	0.352941176	5.45	4.18	5.83	
