word	animate_prototypicality	natural_prototypicality	inanimate_prototypicality	innatural_prototypicality	
Museumsverein	0.20624	0.21656	0.27509	0.28608	
Saarburg	0.1719	0.22031	0.25865	0.24645	
Bahnbrecher	0.27068	0.26818	0.35155	0.37524	
Ausführliche	0.21175	0.23291	0.27464	0.27588	
Münzwesen	0.15816	0.1904	0.29006	0.30257	
Kampfgenosse	0.31094	0.29855	0.26888	0.26536	
Filmförderungsanstalt	0.28638	0.33494	0.34202	0.32065	
Realfilm	0.36873	0.402	0.40105	0.38427	
Nebendarsteller	0.28979	0.31311	0.32402	0.31541	
Odeonsplatz	0.25681	0.29097	0.38168	0.3905	
Jadebusen	0.30219	0.32983	0.3323	0.31928	
Carlton	0.34066	0.38243	0.39552	0.37881	
Punkrock	0.3362	0.37266	0.46366	0.47124	
Studioaufnahme	0.29992	0.3563	0.47383	0.47973	
Wochenanfang	0.28909	0.3163	0.36365	0.36343	
Währen	0.20977	0.25637	0.32516	0.32221	
Höchstpunktzahl	0.28994	0.34031	0.4121	0.40801	
Absatzwirtschaft	0.31678	0.37621	0.40506	0.38466	
Eröffnungssequenz	0.42976	0.43402	0.43636	0.43374	
Tagesticket	0.34119	0.38198	0.45996	0.46188	
Straßenfläche	0.19138	0.25728	0.41154	0.42364	
Berufschule	0.13952	0.14991	0.2232	0.23848	
Sonnenmilch	0.37841	0.46193	0.44023	0.39434	
Mettwurst	0.36503	0.45363	0.45276	0.41038	
Gruppeneinteilung	0.16797	0.20794	0.29703	0.30296	
Waldlehrpfad	0.32489	0.37617	0.33704	0.30135	
Welterbeliste	0.24322	0.26862	0.24392	0.22451	
Lügenmärchen	0.44242	0.46294	0.42122	0.39869	
Verbraucheraufklärung	0.32996	0.3657	0.37072	0.35458	
Pflanzendecke	0.38886	0.52938	0.51633	0.44643	
Resistenzbildung	0.23495	0.31597	0.29746	0.25405	
Freilandmuseum	0.3183	0.34164	0.3296	0.31446	
Sittenwächter	0.38198	0.38289	0.43056	0.44233	
Museumslandschaft	0.29795	0.34035	0.34927	0.33123	
Spanferkel	0.61162	0.6274	0.55692	0.52801	
Solokünstler	0.30092	0.31672	0.38965	0.40184	
Tagesheim	0.17489	0.21778	0.24886	0.23718	
Hauptreferent	0.20767	0.23977	0.30321	0.30548	
Mitbestimmungsmöglichkeit	0.2585	0.28425	0.33	0.33011	
Sachausstattung	0.18551	0.22463	0.36838	0.38997	
Beobachtermission	0.24699	0.27965	0.33915	0.33994	
Ungeduldige	0.36213	0.39232	0.4146	0.40576	
Jamaat	0.15557	0.16979	0.20992	0.21411	
Kulturwissenschaftlerin	0.23941	0.27831	0.25627	0.23136	
Skinheadszene	0.32488	0.36805	0.46355	0.46933	
Landesplanungsbehörde	0.18774	0.23397	0.2601	0.24544	
Bereithaltung	0.28241	0.26993	0.32696	0.34785	
Bleiche	0.28511	0.37655	0.37806	0.33528	
Straßenbahnbetrieb	0.24795	0.27701	0.38158	0.39666	
Weiterbildungsstätte	0.16551	0.19352	0.27383	0.28285	
Empfangsbekenntnis	0.26454	0.29455	0.38681	0.39796	
Hauptkritikpunkt	0.24336	0.28442	0.33316	0.32705	
Qualifikationsniveau	0.13517	0.1783	0.23683	0.23285	
Schwesterschiff	0.34857	0.35584	0.3291	0.31718	
Schlagersängerin	0.28772	0.33248	0.35589	0.34085	
Gedankenkraft	0.29639	0.32846	0.42816	0.44033	
Pachteinnahme	0.22204	0.28816	0.30392	0.27705	
Schlagersänger	0.32518	0.34995	0.37139	0.36494	
Geschäftsviertel	0.1722	0.22775	0.29682	0.28992	
Streuwiese	0.33395	0.42051	0.37403	0.31992	
Gemeinschaftsgut	0.22276	0.2668	0.30802	0.29849	
Naturschutzmaßnahme	0.3686	0.39016	0.32385	0.29417	
Motorflugzeug	0.35986	0.33082	0.35629	0.37577	
Gebirgslandschaft	0.30185	0.35398	0.29944	0.25912	
Lüftungssystem	0.25714	0.28769	0.42952	0.45431	
Brutsaison	0.42429	0.40468	0.25882	0.22577	
Salzwiese	0.36565	0.45482	0.37156	0.30584	
Familienauto	0.36812	0.38093	0.39248	0.38867	
Frischmilch	0.35153	0.4381	0.43318	0.39066	
Firmenpolitik	0.25808	0.28628	0.37392	0.38463	
Bergmolch	0.52686	0.48986	0.29224	0.25242	
Uferschnepfe	0.52691	0.4812	0.30337	0.27313	
Wandbehang	0.32375	0.40965	0.47593	0.45375	
Mistelzweig	0.5223	0.56616	0.47932	0.4331	
Naturschutzgruppe	0.30105	0.34954	0.28818	0.24763	
Vogelschutzwarte	0.43434	0.41765	0.33321	0.31597	
Winterfütterung	0.40834	0.45211	0.41035	0.37715	
Strafzoll	0.27595	0.30507	0.36077	0.36204	
Binse	0.30799	0.42012	0.37714	0.31224	
Teichmolch	0.59792	0.57255	0.38258	0.33931	
Mitgliederbestand	0.2146	0.2402	0.27874	0.27702	
Beratungsgegenstand	0.30259	0.31766	0.42205	0.4434	
Steinquader	0.17665	0.24047	0.33902	0.33653	
Mächtigste	0.23782	0.26058	0.25512	0.24233	
Staatsinteresse	0.20692	0.24096	0.29623	0.29533	
Neuenheim	0.18716	0.21567	0.24281	0.23665	
Vogelmord	0.55147	0.56101	0.45928	0.4247	
Mondbasis	0.35858	0.37868	0.37526	0.3639	
Sanddorn	0.31712	0.49205	0.42403	0.32302	
Naturkosthandel	0.30769	0.39848	0.38727	0.34115	
Ahornbaum	0.32415	0.45509	0.47159	0.4146	
Naturreis	0.40764	0.48936	0.38127	0.31193	
Kleinode	0.38848	0.42084	0.44425	0.43464	
Neutestamentler	0.16838	0.18237	0.21084	0.21183	
Mädchenhaus	0.32454	0.38006	0.43524	0.424	
Außennetz	0.18029	0.20682	0.27207	0.27752	
Stürmerstar	0.30216	0.32132	0.36627	0.36906	
Vertretbare	0.18791	0.21066	0.28552	0.29537	
Vaterlandsverräter	0.31677	0.32207	0.35059	0.35516	
Lebensreise	0.34247	0.36327	0.28465	0.25196	
Treibholz	0.37836	0.43664	0.43743	0.40952	
Losungswort	0.30156	0.3274	0.37102	0.37036	
Stilist	0.28249	0.29876	0.32267	0.32097	
Arbeiterbevölkerung	0.24364	0.25644	0.25638	0.2497	
Kassenrezept	0.29023	0.36088	0.42536	0.40982	
Aufgabenprofil	0.14192	0.15253	0.24961	0.27144	
Leerfahrt	0.24837	0.28127	0.40153	0.41923	
Schattenmann	0.4419	0.50336	0.48417	0.44899	
Ergänzungsschule	0.19866	0.2181	0.25654	0.2577	
Flankenschutz	0.27575	0.29941	0.39023	0.40388	
Rheumatiker	0.19388	0.24779	0.24893	0.2237	
Winterdepression	0.35114	0.4231	0.43034	0.39798	
Faltenbildung	0.21509	0.29157	0.36877	0.35433	
Eigenschutz	0.30688	0.33057	0.4122	0.42316	
Allergieauslöser	0.35964	0.4286	0.43265	0.40076	
Interpretationsansatz	0.30626	0.32132	0.38881	0.39981	
Nennenswerte	0.2141	0.27497	0.32127	0.3054	
Rahmenerzählung	0.34967	0.36747	0.37279	0.36497	
Halbzeug	0.20799	0.25945	0.43997	0.46607	
Bundesjustizminister	0.24991	0.25848	0.29126	0.29571	
Diebesbande	0.44826	0.47071	0.48319	0.47493	
Bahnticket	0.30563	0.33229	0.43004	0.44414	
Bratensatz	0.41403	0.49532	0.52127	0.48965	
Zimtstange	0.47403	0.58752	0.64036	0.60117	
Pumpernickel	0.45706	0.51046	0.51129	0.48541	
Roggenmehl	0.27268	0.41268	0.45801	0.40505	
Hähnchenfleisch	0.48315	0.54941	0.48521	0.43509	
Korinthe	0.16083	0.24932	0.30219	0.27553	
Wasserzähler	0.31865	0.29996	0.37845	0.40812	
Modedesignerin	0.25794	0.29428	0.30677	0.29265	
Körperfülle	0.33799	0.3114	0.28999	0.29528	
Konzeptalbum	0.29118	0.34725	0.41902	0.41227	
Muttergöttin	0.30132	0.30999	0.26473	0.24713	
Gegengabe	0.33643	0.35003	0.39411	0.39913	
Geräuschentwicklung	0.36472	0.35606	0.42881	0.45208	
Familiensitz	0.18444	0.21762	0.2643	0.26145	
Sportredaktion	0.22566	0.26238	0.3259	0.326	
Randsportart	0.21676	0.24856	0.33167	0.33957	
Profiliga	0.19058	0.24503	0.33819	0.33849	
Gesangswettbewerb	0.28374	0.3404	0.36848	0.34924	
Stadtratsmitglied	0.25124	0.26518	0.30038	0.30302	
Boxenstopp	0.23756	0.28955	0.37326	0.37192	
Mädchentreff	0.42756	0.45353	0.45051	0.43633	
Vollzeitschule	0.22113	0.24914	0.31883	0.3247	
Herbstzeitlose	0.40433	0.55202	0.43573	0.33355	
Bevölkerungsschwund	0.19668	0.23021	0.22112	0.20244	
Entdeckungstour	0.36934	0.39748	0.38327	0.36514	
Waisenjunge	0.52037	0.48973	0.40575	0.39484	
Reichsdeutsche	0.2113	0.22685	0.28002	0.28707	
Einzelposition	0.21906	0.24255	0.39091	0.42091	
Münzsammlung	0.23407	0.27273	0.35135	0.35475	
Abwassertechnik	0.21944	0.23169	0.30439	0.31841	
Schiffsunglück	0.29822	0.30974	0.30768	0.30086	
Sprachdiplom	0.26778	0.2908	0.32948	0.32884	
Informationskanal	0.27345	0.29197	0.37798	0.39267	
Teilnahmeschein	0.23358	0.28207	0.41614	0.43053	
Stereokamera	0.28857	0.3245	0.47924	0.50507	
Stoffmenge	0.15678	0.19024	0.26838	0.2743	
Zuschneiden	0.25031	0.33487	0.47691	0.47677	
Musikzentrum	0.23954	0.27475	0.35449	0.35979	
Orchestervereinigung	0.2614	0.28752	0.35987	0.36724	
Grobkonzept	0.26745	0.31122	0.39383	0.39589	
Operngeschichte	0.2666	0.31256	0.37437	0.36958	
Aktionszentrum	0.29831	0.30376	0.30966	0.30788	
Tonika	0.16785	0.22021	0.33515	0.34259	
Farbkreis	0.22087	0.27688	0.33482	0.32444	
Musikstudent	0.31074	0.3388	0.42991	0.44149	
Ausbildungsinstitution	0.15555	0.18633	0.29448	0.31005	
Schuldenabkommen	0.2178	0.25681	0.31427	0.31164	
Menschenrechtsbüro	0.25709	0.25247	0.29294	0.30564	
Finnwal	0.51627	0.44633	0.31415	0.30794	
Sozialerziehung	0.21407	0.2458	0.28201	0.27681	
Vereinsziel	0.20034	0.23271	0.26606	0.25981	
Rauchbombe	0.40343	0.43165	0.50863	0.5159	
Traverse	0.3033	0.3341	0.45991	0.47996	
Tauchsport	0.29652	0.26902	0.3083	0.33113	
Dampferfahrt	0.31462	0.33957	0.39642	0.39984	
Wirtschaftsabkommen	0.23088	0.28284	0.30778	0.29001	
Bolivianer	0.24041	0.23716	0.23153	0.23072	
Landarbeiterin	0.26698	0.2934	0.28941	0.27525	
Quetzal	0.4056	0.39398	0.28502	0.25865	
Nationalpalast	0.28869	0.30302	0.29573	0.28618	
Oppositionskandidat	0.23953	0.24444	0.29884	0.31107	
Volksküche	0.20853	0.26419	0.32921	0.32101	
Präsidentschaftskandidatin	0.26116	0.29192	0.32505	0.3193	
Erdölgesellschaft	0.22922	0.25837	0.30542	0.3044	
Finanzkontrolle	0.20468	0.23099	0.31122	0.32088	
Informationsservice	0.34535	0.34804	0.39624	0.40745	
Kundenbetreuer	0.26312	0.28693	0.35834	0.36651	
Familienmodell	0.29068	0.29481	0.32692	0.33312	
Neugeburt	0.3483	0.37335	0.37565	0.36363	
Druckstock	0.25458	0.28635	0.46225	0.49603	
Nachwuchsgewinnung	0.32673	0.3475	0.33637	0.32264	
Festkultur	0.22259	0.29237	0.36257	0.34924	
Gerichtspraxis	0.15953	0.19472	0.27558	0.28145	
Westportal	0.19411	0.22549	0.32302	0.33522	
Rumänin	0.1759	0.22802	0.26138	0.24606	
Gulaschsuppe	0.3412	0.45856	0.5055	0.46327	
Pfingstwochenende	0.23259	0.29395	0.35324	0.34073	
Kurdirektor	0.24346	0.27344	0.32714	0.32756	
Kemptener	0.21687	0.24626	0.28901	0.28672	
Querdenken	0.36486	0.36069	0.40278	0.41539	
Kadmium	0.27087	0.35223	0.38576	0.35666	
Kreistagsvorsitzende	0.20892	0.23232	0.25303	0.24737	
Lebensmittelerzeugung	0.28946	0.37552	0.41017	0.37915	
Diätenerhöhung	0.29606	0.34066	0.37415	0.36199	
Bürgschaftsbank	0.30229	0.31506	0.34794	0.35032	
Gemeinschaftsbank	0.29224	0.32436	0.36163	0.35631	
Apfelstrudel	0.48247	0.61007	0.57788	0.50832	
Assoziieren	0.30314	0.33917	0.37014	0.36121	
Seitenaltar	0.23556	0.2756	0.33697	0.3349	
Abspülen	0.27627	0.35294	0.44716	0.43721	
Müllerin	0.32286	0.36256	0.36321	0.34403	
Steuerabteilung	0.2029	0.21762	0.31362	0.33308	
Opferlamm	0.35657	0.3857	0.42265	0.41842	
Wachtelkönig	0.55126	0.51276	0.31862	0.2804	
Beinpaar	0.32803	0.30019	0.31029	0.32501	
Apostroph	0.31085	0.33898	0.41579	0.42332	
Vorantreiben	0.18773	0.22245	0.30692	0.31393	
Landwirtschaftsschule	0.1781	0.23866	0.23071	0.19991	
Alltagskleidung	0.31949	0.33753	0.48479	0.51671	
Rosenkavalier	0.3785	0.40523	0.37729	0.35594	
Zwo	0.28284	0.30941	0.40063	0.41302	
Koordinationsproblem	0.22275	0.23512	0.30057	0.31249	
Stopper	0.40599	0.45512	0.55216	0.55536	
Opernwelt	0.26553	0.30849	0.33957	0.32758	
Hyperthermie	0.2705	0.29719	0.32611	0.32103	
Orangenbaum	0.37864	0.52793	0.4833	0.40053	
Tretboot	0.42734	0.42029	0.43159	0.43672	
Backfisch	0.5024	0.51156	0.42129	0.39024	
Gerichtsentscheid	0.2308	0.27684	0.34673	0.34429	
Schlüsselblume	0.38362	0.54501	0.47374	0.37789	
Tierbild	0.5674	0.5084	0.38973	0.38209	
Schöpfungstag	0.31499	0.32799	0.33821	0.33409	
Abenteuerroman	0.3992	0.40466	0.34485	0.32436	
Teetrinker	0.37164	0.42834	0.4726	0.45761	
Genrebild	0.21932	0.25915	0.26744	0.25066	
Wasserrohrbruch	0.37378	0.41195	0.50925	0.51769	
Adoptivmutter	0.35745	0.37698	0.36462	0.35103	
Holzbearbeitung	0.24957	0.30901	0.43569	0.44289	
Würmchen	0.56536	0.60693	0.53886	0.49883	
Originalarbeit	0.27388	0.29629	0.35812	0.36422	
Ausstellerzahl	0.25574	0.26182	0.28896	0.29297	
Beitragsberechnung	0.19509	0.21708	0.30102	0.31375	
Schrotthändler	0.34366	0.35932	0.42588	0.43622	
Literaturquelle	0.29808	0.34717	0.36844	0.35077	
Fluoreszenz	0.26108	0.30611	0.30911	0.28831	
Neueingestellte	0.25543	0.29441	0.36168	0.36169	
Breitbandkabel	0.28752	0.33126	0.44928	0.4612	
Garantenpflicht	0.25323	0.26223	0.32342	0.33561	
Gegenrechnung	0.20067	0.25066	0.35115	0.35554	
Entscheiden	0.20639	0.25571	0.33352	0.33185	
Sicherungsvertrag	0.29932	0.31301	0.37867	0.38982	
Parteienstreit	0.19541	0.22046	0.27089	0.27283	
Fernabsatz	0.27989	0.30682	0.38188	0.38959	
Reisegast	0.31005	0.32169	0.28323	0.26612	
Fackelträger	0.34392	0.36957	0.46551	0.47946	
Bildkarte	0.33456	0.355	0.4055	0.40916	
Metropol	0.28691	0.31629	0.36859	0.36876	
Gipsabdruck	0.29721	0.30479	0.40746	0.4318	
Elternsprechtag	0.32932	0.35172	0.42528	0.43451	
Gefahrenprognose	0.26116	0.30265	0.34429	0.33596	
Integrationsprogramm	0.22463	0.26024	0.32555	0.32667	
Mittelgebirgslandschaft	0.27499	0.33799	0.29037	0.24703	
Wandergebiet	0.27334	0.32031	0.32579	0.30475	
Gemeindeanteil	0.07079	0.15325	0.24038	0.22638	
Schecke	0.45878	0.47229	0.4069	0.38093	
Knüller	0.38753	0.40531	0.47451	0.48447	
Absteige	0.17646	0.22779	0.32587	0.32903	
Altstadtsanierung	0.20243	0.24944	0.3053	0.29856	
Schafzüchter	0.38236	0.39734	0.29854	0.26277	
Wilddieb	0.52489	0.50889	0.41918	0.39986	
Spieleabend	0.37212	0.42777	0.50894	0.50478	
Fischsuppe	0.36931	0.44474	0.41339	0.36857	
Brennkammer	0.17307	0.24501	0.37963	0.3835	
Gemüsestand	0.38275	0.52095	0.51983	0.45436	
Urlaubsinsel	0.4021	0.39892	0.34917	0.33549	
Tidenhub	0.26836	0.295	0.30996	0.30101	
Pfefferminztee	0.39416	0.55639	0.54159	0.46113	
Minengesellschaft	0.30499	0.3279	0.35413	0.34993	
Lenken	0.21841	0.23465	0.34356	0.36588	
Schnelldurchgang	0.31155	0.35376	0.51125	0.53487	
Rügen	0.22536	0.26683	0.292	0.27916	
Picknickplatz	0.37164	0.43219	0.46736	0.44805	
Melasse	0.34372	0.45828	0.44103	0.38212	
Trennungsschmerz	0.19064	0.26572	0.38659	0.3851	
Nachtbus	0.33968	0.34726	0.36701	0.36799	
Vorderreifen	0.26134	0.33803	0.44043	0.43281	
Helmpflicht	0.30981	0.33188	0.39267	0.39853	
Übernachtungspreis	0.36927	0.40061	0.41282	0.40061	
Griechin	0.23732	0.28568	0.25834	0.22757	
Reiseagentur	0.27809	0.29809	0.31787	0.31331	
Windstille	0.3066	0.35587	0.40515	0.39521	
Kurzaufenthalt	0.23206	0.25449	0.29542	0.2958	
Plattensee	0.2447	0.27086	0.33934	0.34567	
Bodenfreiheit	0.31103	0.34908	0.43005	0.43416	
Rotlichtviertel	0.29198	0.33821	0.36997	0.35658	
Planänderung	0.18201	0.22042	0.29683	0.29989	
Gewichtsverteilung	0.25357	0.28576	0.40326	0.4205	
Vertragsbeginn	0.20344	0.24661	0.31371	0.31189	
Mietdauer	0.25423	0.23816	0.29111	0.3126	
Netzstecker	0.3732	0.40477	0.54635	0.57024	
Spachtel	0.28679	0.36993	0.48776	0.48139	
Wandfarbe	0.24437	0.27495	0.31353	0.30944	
Kopfbahnhof	0.23528	0.26289	0.34369	0.35282	
Vogelfreund	0.60639	0.57032	0.44775	0.42829	
Holzvorrat	0.33632	0.40539	0.47111	0.45651	
Umweltprüfung	0.21985	0.24326	0.25479	0.2465	
Stickstoffdüngung	0.2184	0.34567	0.32938	0.26523	
Neuanpflanzung	0.23013	0.39205	0.32943	0.23623	
Obstgehölz	0.32091	0.50208	0.44842	0.34852	
Immissionsbelastung	0.16209	0.20994	0.25798	0.24879	
Untersetzung	0.34734	0.37072	0.45232	0.46329	
Mutterkuhhaltung	0.37408	0.40573	0.33248	0.29618	
Zottel	0.60153	0.59923	0.52127	0.49867	
Kommunikationsinstrument	0.30209	0.29295	0.43174	0.47393	
Gesamtaufkommen	0.16404	0.20297	0.22966	0.21862	
Mitgliedsgemeinde	0.14779	0.1793	0.20163	0.19285	
Nutzungsgrad	0.23991	0.28272	0.33621	0.33063	
Pflanzenbestand	0.3199	0.45235	0.37367	0.28933	
Verbandsvorsteher	0.21136	0.2297	0.25835	0.25725	
Wismarer	0.23828	0.23374	0.26938	0.28073	
Partnerbetrieb	0.3108	0.30613	0.36712	0.38542	
Verfassungsauftrag	0.27464	0.29579	0.38659	0.4014	
Energiepflanze	0.27717	0.42981	0.3875	0.30414	
Brutkolonie	0.47082	0.42051	0.26019	0.23715	
Landeseinrichtung	0.18118	0.21326	0.32551	0.34154	
Ersatzpflanzung	0.31094	0.43442	0.3889	0.31804	
Wohnungsbauunternehmen	0.24303	0.24929	0.30575	0.31792	
Aalborg	0.22379	0.24825	0.30251	0.3057	
Transportproblem	0.23876	0.26513	0.35068	0.3617	
Schutzgedanke	0.35	0.36567	0.36188	0.35251	
Meeresbucht	0.24659	0.27705	0.283	0.26981	
Waldbau	0.24728	0.32233	0.24178	0.18372	
Ostseeregion	0.25907	0.30386	0.28637	0.25995	
Tourismusbereich	0.20358	0.25596	0.30376	0.29228	
Ölverschmutzung	0.36685	0.38376	0.37028	0.35756	
Megatonne	0.33552	0.34987	0.3691	0.36682	
Blütenfarbe	0.32003	0.46307	0.38033	0.28996	
Organisationsplan	0.21516	0.23172	0.28166	0.28732	
Anbauverfahren	0.15567	0.29802	0.33256	0.27586	
Dreischritt	0.30344	0.31337	0.37039	0.38083	
Flugschüler	0.34831	0.31721	0.34392	0.36475	
Trainingsphase	0.19168	0.20602	0.25355	0.25964	
Kostensenkungsprogramm	0.24024	0.28351	0.33265	0.32565	
Grabenkrieg	0.24717	0.27227	0.32931	0.33292	
Verwaltungsfunktion	0.13186	0.16279	0.22047	0.2219	
Kunststoffteil	0.30946	0.35648	0.53166	0.55801	
Kältetechnik	0.25949	0.27694	0.3425	0.352	
Mobilfunkgerät	0.30133	0.31137	0.42183	0.4472	
Wachstumstempo	0.24889	0.32161	0.35241	0.32662	
Konsumklima	0.21462	0.29682	0.36859	0.34998	
Nettoverlust	0.25884	0.29604	0.29264	0.27368	
Prozentbereich	0.18468	0.24785	0.34535	0.34284	
Entschädigungsregelung	0.22052	0.2535	0.33101	0.33677	
Finanzanalyst	0.21828	0.24844	0.25518	0.24244	
Mobilfunker	0.31272	0.32125	0.39141	0.40616	
Technologiekonzern	0.25266	0.27459	0.35295	0.36397	
Übernahmekandidat	0.32325	0.32646	0.3699	0.37961	
Händlernetz	0.32013	0.34914	0.41052	0.41331	
Phasenverschiebung	0.20158	0.245	0.36841	0.38226	
Restrukturierungskosten	0.20459	0.23687	0.2973	0.29866	
Telefonkunde	0.24943	0.26391	0.38048	0.40566	
Zementfabrik	0.1187	0.16873	0.25457	0.25509	
Zyanid	0.22902	0.26799	0.31302	0.30689	
Krankenhausmanagement	0.23569	0.27537	0.34484	0.34521	
Repressionswelle	0.19106	0.22922	0.31297	0.31818	
Textilarbeiter	0.22748	0.22847	0.2822	0.2961	
Eisenbahntrasse	0.24105	0.28727	0.34962	0.34494	
Gewerkschaftsaktivist	0.21879	0.22293	0.26503	0.27424	
Wochenlohn	0.29255	0.30459	0.34236	0.34647	
Rundfunkgesetz	0.2143	0.22762	0.28944	0.29994	
Protestversammlung	0.291	0.31356	0.3562	0.35681	
Reisbauer	0.27817	0.3205	0.28109	0.24961	
Zuckerproduktion	0.2952	0.39959	0.41046	0.36427	
Überlandleitung	0.25718	0.30039	0.39692	0.40317	
Importzoll	0.27056	0.34224	0.38883	0.36787	
Militäroffensive	0.21637	0.26887	0.30578	0.29115	
Schutzgeld	0.3214	0.33519	0.37743	0.3819	
Solidaritätsstreik	0.25181	0.27578	0.31661	0.31618	
Zollfreiheit	0.2119	0.25213	0.29469	0.28734	
Gasförderung	0.19666	0.24523	0.32158	0.31989	
Werkleitung	0.19828	0.2243	0.32988	0.3468	
Hafengelände	0.24027	0.2811	0.37018	0.37549	
Nordprovinz	0.10257	0.14729	0.13944	0.11623	
Betriebsordnung	0.22352	0.22322	0.29056	0.30888	
Reissorte	0.34063	0.49511	0.45032	0.36522	
Direktverkauf	0.32469	0.38812	0.43233	0.41435	
Trinkgelage	0.24435	0.27535	0.36087	0.36973	
Aktionärsversammlung	0.26553	0.29245	0.36651	0.37398	
Polizeikette	0.27035	0.29339	0.40581	0.42581	
Provinzposse	0.29199	0.32858	0.36412	0.35625	
Krankenpflegepersonal	0.18833	0.20909	0.28295	0.29345	
Strategiediskussion	0.2709	0.3298	0.39333	0.38303	
Gewinnschwelle	0.34419	0.38332	0.47423	0.48052	
Geschäftsvolumen	0.15628	0.18935	0.28768	0.29944	
Wasserstoffwirtschaft	0.30324	0.34503	0.38606	0.37728	
Sanieren	0.16092	0.20804	0.27934	0.27701	
Altaktionär	0.20434	0.24195	0.27436	0.26541	
Mindestgebühr	0.31246	0.35179	0.45525	0.46507	
Umweltinstitut	0.33384	0.35668	0.32804	0.30843	
Heizenergiebedarf	0.25984	0.29521	0.33621	0.33053	
Schmieröl	0.22137	0.29506	0.408	0.40484	
Energiekontor	0.28474	0.30165	0.38385	0.39817	
Dachneigung	0.20995	0.26644	0.33501	0.32743	
Anzeigentafel	0.3125	0.34606	0.46228	0.47835	
Ausleihung	0.22747	0.25965	0.34414	0.35221	
Durchschnittshaushalt	0.23636	0.28407	0.29146	0.27071	
Kostümbildnerin	0.23347	0.25936	0.28611	0.2809	
Wissenschaftsladen	0.35158	0.38023	0.40795	0.40138	
Kindergartenalltag	0.35427	0.38106	0.4362	0.43816	
Zettelkatalog	0.20745	0.22565	0.31003	0.3246	
Promovierte	0.16058	0.19052	0.2125	0.20431	
Fragetechnik	0.25295	0.27417	0.37955	0.39846	
Plattenbausiedlung	0.26033	0.28203	0.31372	0.31176	
Städtebaupolitik	0.14195	0.18453	0.2195	0.20915	
Ausbauplanung	0.19474	0.23769	0.25564	0.2402	
Rauminhalt	0.21582	0.23598	0.31259	0.32405	
Nahverkehrsnetz	0.16474	0.20358	0.27217	0.2729	
Autobahnzubringer	0.23652	0.28255	0.32908	0.32007	
Fährverkehr	0.25127	0.26047	0.28844	0.29126	
Farbdruck	0.28406	0.31769	0.3852	0.38767	
Verfahrensvorschlag	0.22452	0.26659	0.35594	0.3608	
Gartenboden	0.23259	0.39287	0.47748	0.42626	
Leihe	0.19294	0.22545	0.26368	0.25876	
Umweltschutzprojekt	0.46817	0.46456	0.36134	0.33269	
Produktionskette	0.32711	0.36634	0.41642	0.41128	
Textilproduktion	0.23219	0.29098	0.3478	0.33579	
Probenahmen	0.10645	0.14812	0.25725	0.2682	
Entwicklungsraum	0.34486	0.3504	0.3666	0.36753	
Trinkwassergewinnung	0.24387	0.30946	0.32422	0.29724	
Gartenbewässerung	0.21139	0.33677	0.34391	0.28722	
Rotbuche	0.29168	0.42126	0.34019	0.2566	
Bauverfahren	0.10691	0.17329	0.28811	0.28921	
Budgetplanung	0.16648	0.2197	0.27174	0.26116	
Humusgehalt	0.13243	0.25867	0.26635	0.20966	
Wärmeschutzverglasung	0.29721	0.34367	0.40331	0.39759	
Dampfdruck	0.15311	0.20499	0.31951	0.3271	
Biotoptyp	0.36025	0.39568	0.30898	0.26719	
Baustruktur	0.08762	0.13618	0.23412	0.2388	
Ökosystemforschung	0.28771	0.31492	0.23786	0.20281	
Grundwasserleiter	0.2129	0.28568	0.34868	0.33198	
Filterwirkung	0.18873	0.26778	0.38041	0.37478	
Grundwasservorkommen	0.23102	0.29916	0.29994	0.26791	
Siedlungstätigkeit	0.12598	0.16591	0.1727	0.15573	
Hausmülldeponie	0.24557	0.29683	0.32158	0.30403	
Flüssigkristall	0.22805	0.26722	0.39568	0.41283	
Erfassungssystem	0.2179	0.21718	0.32626	0.35648	
Sulfid	0.23143	0.27158	0.28089	0.2642	
Bodenfeuchte	0.24516	0.36365	0.40529	0.36135	
Adsorption	0.15422	0.22735	0.32354	0.31615	
Entlastungswirkung	0.13644	0.18546	0.30641	0.31717	
Grundwasserentnahme	0.20714	0.27091	0.29723	0.27445	
Resistenzentwicklung	0.32111	0.38456	0.3349	0.29064	
Personenkilometer	0.20574	0.19811	0.26918	0.29199	
Bleirohr	0.23294	0.30284	0.46033	0.47136	
Nutzungsstruktur	0.12436	0.18542	0.25191	0.24188	
Finanzierungsstruktur	0.18196	0.22861	0.30454	0.30365	
Stromversorgungsunternehmen	0.28039	0.30602	0.40953	0.4258	
Euronatur	0.37392	0.37103	0.27661	0.25037	
Nachthälfte	0.37792	0.41541	0.43303	0.41946	
Silikat	0.12448	0.23898	0.28661	0.24656	
Dienstsitz	0.16698	0.17202	0.22197	0.23313	
Mehrverbrauch	0.27737	0.32731	0.39031	0.38398	
Saalkreis	0.13111	0.16166	0.20765	0.206	
Bezugsjahr	0.25192	0.28602	0.35231	0.35433	
Verkehrsverband	0.27095	0.28922	0.32929	0.33124	
Nutzungsbeschränkung	0.23404	0.28659	0.33119	0.31864	
Infrastrukturkosten	0.15653	0.21831	0.27522	0.26208	
Emissionsgrenzwert	0.2003	0.23294	0.30034	0.3035	
Tankstellennetz	0.24227	0.29196	0.39257	0.397	
Fachplaner	0.21778	0.24739	0.26293	0.25291	
