word	old20 score (based on the top 35502 lemmas in sdewac)
Schutzbefohlenen	16.0
Planfeststellungsbeschlusses	28.0
Entgeltlichkeit	15.0
Siegerländer	12.0
Perspektivierung	16.0
Vorsprungs	10.0
Embryonenschutzgesetzes	23.0
Billigfliegern	14.0
Anreden	7.0
Klimaverhältnisse	17.0
Topmanagern	11.0
Jams	4.0
Mitangeklagten	14.0
Zollformalitäten	16.0
Fristablaufs	12.0
Fächergruppen	13.0
Mangas	6.0
Akzeptierung	12.0
Betriebstätte	13.0
Kraftfahrers	12.0
Baugebiete	10.0
Wettersbach	11.0
Hochwassers	11.0
Investitionsmitteln	19.0
Personalversammlungen	21.0
Bauabschnitts	13.0
Hackett	7.0
Niedecken	9.0
BAP	3.0
BML	3.0
Besatzdichte	12.0
Befristungen	12.0
Verdienstausfalls	17.0
Allweise	8.0
Groebel	7.0
Entwicklungsunterschiede	24.0
Eurojust	8.0
Biodiversitätskonvention	24.0
Einigungsvertrages	18.0
Bahrein	7.0
Qatar	5.0
Ratzingers	10.0
Luo	3.0
Manövrierfähigkeit	18.0
Eifersüchteleien	16.0
Geisteskräfte	13.0
Überblicke	10.0
Wettiner	8.0
Reformators	11.0
Friedhofsträger	15.0
Bruten	6.0
Migrantenfamilien	17.0
Motorrades	10.0
Dateiformaten	13.0
Softwareindustrie	17.0
INTERNET	8.0
Sockeln	7.0
Attestes	8.0
cm³	3.0
Arbeitsräumen	13.0
Hilfstätigkeiten	16.0
Einspielergebnisse	18.0
Zedent	6.0
Beleihung	9.0
Mehrheitsbeschluss	18.0
Börsengangs	11.0
Erschwernissen	14.0
Dienstbezüge	12.0
Weiterbildungskurse	19.0
Gewaltformen	12.0
Beeinflussungen	15.0
Berufstätigkeiten	17.0
Städtebaus	10.0
Militärinterventionen	21.0
Leseerfahrungen	15.0
Gleim	5.0
Studienangebots	15.0
Minderheitenschutzes	20.0
Subjektivierung	15.0
Grundwahrheiten	15.0
Schnäppchenpreis	16.0
Berufsorganisationen	20.0
Pinter	6.0
Hospitation	11.0
Briefwechseln	13.0
Fahrens	7.0
Haushaltslöchern	16.0
Milcherzeugnisse	16.0
Hundeverordnungen	17.0
Volkswillen	11.0
Graduierung	11.0
Mietverträgen	13.0
Betriebsräume	13.0
Sozialräume	11.0
Privatsammlungen	16.0
Unterrichtszwecke	17.0
Erwerbsobliegenheit	19.0
Hochwassern	11.0
Vegetationszonen	16.0
Operateure	10.0
Fernsehauftritte	16.0
Friendship	10.0
Hörsaals	8.0
Fluchtmöglichkeiten	19.0
Reglementierungen	17.0
Warehouse	9.0
Gasprom	7.0
Dichterfürsten	14.0
Thais	5.0
Sonderfällen	12.0
Zwölfjähriger	13.0
union	5.0
Teilnahmegebühren	17.0
Laufbahnen	10.0
Sendeanstalten	14.0
Analgetika	10.0
Dysfunktionen	13.0
machine	7.0
DSU	3.0
Thatcherismus	13.0
Geißelung	9.0
Endungen	8.0
Enuresis	8.0
Pakistanis	10.0
Aufenthaltsräumen	17.0
Naturprodukten	14.0
Weltkulturen	12.0
Bundesvorsitzenden	18.0
Filmchen	8.0
Activision	10.0
Pharmazeutika	13.0
Unterabschnitte	15.0
Seitenaufbau	12.0
Wahlkreises	11.0
Eingängen	9.0
IPBPR	5.0
Pharmaceuticals	15.0
Nebenbedingungen	16.0
Intranets	9.0
Marktabgrenzung	15.0
Mehrwertdiensten	16.0
Dumpingpreise	13.0
Schulkindergärten	17.0
VBG	3.0
Produktionsausfälle	19.0
Wohnungsgenossenschaften	24.0
Förderphase	11.0
Verwandtschaftsverhältnisse	27.0
Weiterbildungseinrichtungen	27.0
Sterbeprozess	13.0
Passivrauchens	14.0
Bewusstseinsbildung	19.0
µg	2.0
Obsidian	8.0
Stadtgemeinden	14.0
Verstorbener	12.0
Diplomatique	12.0
Stressfaktor	12.0
Bruttoeinkommens	16.0
Gewerkschafterinnen	19.0
Nothwendigkeit	14.0
Staatsbehörden	14.0
Wahlberechtigter	16.0
Landesgesetzes	14.0
Erfordernisses	14.0
Bundesbeamten	13.0
Äusserungen	11.0
hiefür	6.0
Theilen	7.0
Generalstaaten	14.0
Schlusses	9.0
Verwaltungszentrum	18.0
Schlussstein	12.0
Pearce	6.0
Ökoprodukte	11.0
NHS	3.0
Forschender	11.0
Nutzlasten	10.0
Hitzeschild	11.0
Gebildes	8.0
Diplomen	8.0
Verhandlungswege	16.0
Zustimmungsgesetzes	19.0
Transportmöglichkeiten	22.0
Volksentscheides	16.0
Grenzkontrollen	15.0
Sabbath	7.0
Pforta	6.0
Künder	6.0
Thier	5.0
Blechen	7.0
Grundfertigkeiten	17.0
Mikrobiologen	13.0
Offshore	8.0
Feuchtwiesen	12.0
Gebiss	6.0
Einschlüsse	11.0
Getränkekartons	15.0
Pfandes	7.0
Schulsysteme	12.0
Kontextualisierung	18.0
Filmografie	11.0
Kulturgütern	12.0
Freilichtmuseen	15.0
Environments	12.0
Rundbriefe	10.0
Neigen	6.0
Symtome	7.0
Genthin	7.0
Vermeer	7.0
Remagen	7.0
Multiplizieren	14.0
Sion	4.0
Slapstick	9.0
Ohrwürmer	9.0
Fahrpreises	11.0
VRS	3.0
Informationsmanagements	23.0
Bundesligaspielen	17.0
Wilhelmsburger	14.0
Fleet	5.0
Aussen	6.0
Oberhauptes	11.0
Wahlmänner	10.0
Vollmachtgeber	14.0
BTW	3.0
Altersgrenzen	13.0
Quorum	6.0
Kariere	7.0
Verbiss	7.0
Nistkästen	10.0
Demokratisierungsprozess	24.0
Defizits	8.0
garnix	6.0
Brutpaaren	10.0
Hauswänden	10.0
Härtling	8.0
Maltesern	9.0
Karbonathärte	13.0
Sicherheitskonzepte	19.0
Wärmequellen	12.0
Altvögel	8.0
Haussperling	12.0
Seehunden	9.0
Schweinswale	12.0
Spiekeroog	10.0
Westerholt	10.0
Kindergartenplätze	18.0
Weberberg	9.0
Entwicklers	11.0
Literaturempfehlungen	21.0
Internetauftritts	17.0
Bauaufgaben	11.0
Pfalzgrafen	11.0
Goetheschen	11.0
Restzucker	10.0
Polyphenole	11.0
Ahr	3.0
Einzelschicksalen	17.0
Meridiane	9.0
Schönheitsoperationen	21.0
Bräunung	8.0
Calvinismus	11.0
Steillagen	10.0
Bruttonationaleinkommens	24.0
Welternährungsprogramms	23.0
Maple	5.0
Nuggets	7.0
Ernährungsformen	16.0
Urlaubsfotos	12.0
Montreux	8.0
Spielflächen	12.0
Bezirksausschüsse	17.0
Sisters	7.0
Uferzonen	9.0
Wochenarbeitszeiten	19.0
Stichpunkte	11.0
Kulturvereins	13.0
Wermelskirchen	14.0
Pflegers	8.0
Zusatzversicherungen	20.0
Beitragssätzen	14.0
Vormundschaftsgerichte	22.0
Offensichtlichkeit	18.0
WHV	3.0
Fraport	7.0
Hubs	4.0
Vorstandsbezüge	15.0
Bauunternehmers	15.0
Kinderspielplätzen	18.0
Deckungssummen	14.0
Schadstoffbelastungen	21.0
Feinstäube	10.0
Flughafenausbaus	16.0
Anteilseignern	14.0
Wengert	7.0
Drehscheiben	12.0
Wegrändern	10.0
Wiehler	7.0
Frog	4.0
Mietverhältnisse	16.0
Klassenverhältnisse	19.0
Wohnmöglichkeiten	17.0
Leichenberge	12.0
Zinsraten	9.0
Aktionsgruppen	14.0
Konjunkturdaten	15.0
Formosa	7.0
Teilzeitjobs	12.0
workers	7.0
Massenaktionen	14.0
Krisentheorie	13.0
Verlagshauses	13.0
Klangwelten	11.0
Anflüge	7.0
Spielstunden	12.0
Pythons	7.0
Kampfsystem	11.0
Bongos	6.0
Rupien	6.0
Haushaltsmitglieder	19.0
Forschungsansätzen	18.0
Aboriginal	10.0
VCP	3.0
Probandinnen	12.0
Zehnerpotenzen	14.0
Bogensekunden	13.0
wiederrum	9.0
Waibel	6.0
Weltlinie	9.0
Abbott	6.0
Telomere	8.0
Alterungsprozesse	17.0
Schachtes	9.0
Glutaminsäure	13.0
Würfen	6.0
Eintreffens	11.0
Makroökonomie	13.0
Ferienjobs	10.0
Käses	5.0
Zamorra	7.0
Pietisten	9.0
Rasens	6.0
Verrottung	10.0
Prom	4.0
Zootiere	8.0
Bildungsbereiche	16.0
Vertriebsstrukturen	19.0
Lordaeron	9.0
Verzauberung	12.0
VISION	6.0
Langzeitstudien	15.0
LRA	3.0
Manasse	7.0
shareholder	11.0
Streitparteien	14.0
Elektroinstallationen	21.0
Wärmeschutzes	13.0
Preisbestandteile	17.0
Monografien	11.0
Strassenbahn	12.0
Sonnleitner	11.0
Getreidekörner	14.0
Stiftungsrats	13.0
Anglern	7.0
Botengänge	10.0
Weinblätter	11.0
Reiss	5.0
Wellenbewegungen	16.0
six	3.0
Wohnungsgesellschaften	22.0
Linn	4.0
Derendorf	9.0
Fortschrittlichkeit	19.0
Spielspass	10.0
Cure	4.0
Poison	6.0
Tränken	7.0
Chrome	6.0
Capture	7.0
Einzelspielermodus	18.0
Mehrspielermodus	16.0
Multiplayermodus	16.0
StarCraft	9.0
Gamepad	7.0
Worlds	6.0
Erwerben	8.0
Xbox	4.0
Alchemist	9.0
Goodies	7.0
Gamecube	8.0
Bates	5.0
Organisationsbereiche	21.0
Zahnreinigung	13.0
Fluoride	8.0
Menschenrechtsfragen	20.0
Debeka	6.0
Staatsgäste	11.0
Bergsteigern	12.0
SIEMENS	7.0
Büromaschinen	13.0
Vermächtnisses	14.0
Leistungsvermögens	18.0
Einberufungen	13.0
Standortschließungen	20.0
Bundestagspräsidenten	21.0
Empfangs	8.0
Grundwehrdienstleistenden	25.0
Wissenschaftssenators	21.0
Hyrule	6.0
Ruto	4.0
Klunker	7.0
Startspieler	12.0
Benutzerinnen	13.0
Begin	5.0
Globalismus	11.0
Schmuggels	10.0
frankophonen	12.0
ELN	3.0
Zollvorschriften	16.0
Zollanmeldung	13.0
Vernarbungen	12.0
DPI	3.0
Friedensbedingungen	19.0
Moderatorinnen	14.0
Gesundheitsdienste	18.0
Sträuße	7.0
Abrechnungsdaten	16.0
Glaubensgenossen	16.0
Zinserhöhungen	14.0
Hausstaubmilben	15.0
Staphylokokken	14.0
Praxishandbuch	14.0
DIZ	3.0
Datennetzen	11.0
Vergleichsstudien	17.0
Vorsprünge	10.0
Kitze	5.0
Vuelta	6.0
Saucen	6.0
Karlsbrücke	11.0
Indern	6.0
Erbscheins	10.0
Leiterschaft	12.0
Wahlkampfveranstaltungen	24.0
Medicare	8.0
Handlungsbereiche	17.0
Baumhöhlen	10.0
Phaenomen	9.0
Sachwerte	9.0
Vergleichswerte	15.0
Fondsgesellschaften	19.0
Bodenplatten	12.0
GKG	3.0
Gerichtsgebühren	16.0
LehrerInnenbildung	18.0
Fenton	6.0
Regionalstudien	15.0
Versagensängste	15.0
Mediatisierung	14.0
Marienwerder	12.0
Staatswissenschaften	20.0
Wohnungsunternehmens	20.0
Wohneigentums	13.0
Abwanderungen	13.0
Connewitz	9.0
Jurten	6.0
Goblins	7.0
Tauren	6.0
Fingerabdrücken	15.0
himself	7.0
Cichliden	9.0
Leinsamen	9.0
Quasten	7.0
Fasse	5.0
Verpflegungsstationen	21.0
Trocknung	9.0
Photonik	8.0
Bundeskriminalamts	18.0
Försters	8.0
Gersthofen	10.0
Pädophile	9.0
Unmündigen	10.0
Cruiser	7.0
Stillstandes	12.0
Renovierungsarbeiten	20.0
Millionenstädte	15.0
Sechzigerjahren	15.0
Wilkomirski	11.0
Nakba	5.0
Globke	6.0
Abschlusszeugnis	16.0
ATU	3.0
Peitschenhieben	15.0
Ogoni	5.0
Menschenrechtsverteidiger	25.0
Jungle	6.0
Partido	7.0
Samper	6.0
Rohdiamanten	12.0
RUF	3.0
Ostprovinzen	12.0
Schutzvorkehrungen	18.0
Internal	8.0
Sprengstoffanschlägen	21.0
Víctor	6.0
Polizeiübergriffe	17.0
Gefahrenpotenzial	17.0
Entwicklungsorganisationen	26.0
Einzelaktivitäten	17.0
Musikformen	11.0
Bougainville	12.0
Billboard	9.0
Sequenzer	9.0
Pufendorf	9.0
Hochschulort	12.0
Malaise	7.0
Sonnenwindes	12.0
Volontärin	10.0
Marinaden	9.0
Durchfälle	10.0
Blutvolumen	11.0
INFO	4.0
Motivs	6.0
Küsters	7.0
Erzählkunst	11.0
Schlegels	9.0
Andersheit	10.0
Eigentlichkeit	14.0
Wissenschaftslehre	18.0
Eide	4.0
Homocystein	11.0
Bereicherungen	14.0
Labyrinthe	10.0
Klettverschluss	15.0
Tale	4.0
Allergikern	11.0
Computerchips	13.0
Frentzen	8.0
Prozenten	9.0
Follikel	8.0
Endergebnisse	13.0
Kreisgrenzen	12.0
Oberlandesgerichtes	19.0
Jugendjahren	12.0
WZ	2.0
Endproduktes	12.0
Driving	7.0
Bücherverbrennungen	19.0
Dumas	5.0
Grenouille	10.0
Rehen	5.0
Südwestens	10.0
Kameraleuten	12.0
Methusalem	10.0
Stalaktiten	11.0
Kochtöpfen	10.0
Jambus	6.0
Gallionsfigur	13.0
Erlaubnissen	12.0
Seehöhe	7.0
Zuckerrüben	11.0
Stockach	8.0
Blindengeld	11.0
relaxen	7.0
Kindersitzen	12.0
Unterschiedes	13.0
Israelkritik	12.0
Critique	8.0
Dolden	6.0
Books	5.0
Cholesterinwert	15.0
Originaldaten	13.0
Körperschaftsstatus	19.0
IGMG	4.0
Frühkartoffeln	14.0
Anmeldezahlen	13.0
Torten	6.0
Windparks	9.0
Novosibirsk	11.0
KE	2.0
GenG	4.0
Aufsichtsrates	14.0
Projektplan	11.0
Sachentscheidungen	18.0
DGM	3.0
Investitionsbedingungen	23.0
Exportüberschuss	16.0
Feldenkrais	11.0
ICD	3.0
Zoller	6.0
BKB	3.0
Stimmungsbilder	15.0
Therapiemaßnahmen	17.0
Unterstützungssysteme	21.0
Hallenbades	11.0
Hazur	5.0
Informationsflüsse	18.0
Japanerinnen	12.0
Branchenkennern	15.0
Geschäftsgeheimnissen	21.0
Noni	4.0
Verkehrsanbindungen	19.0
Heilpflanzen	12.0
Hautreaktionen	14.0
Äxten	5.0
Kirchenbücher	13.0
Neiße	5.0
Sinngebungen	12.0
Darjeeling	10.0
Nahrungsergänzungsmittel	24.0
KGV	3.0
Kursgewinne	11.0
Mehrwertdienste	15.0
Raiffeisenbanken	16.0
Bürgerstiftungen	16.0
Stuntmen	8.0
Skywalker	9.0
Komplettlösungen	16.0
Fußzeilen	9.0
Hochebenen	10.0
Aspendos	8.0
Indexfonds	10.0
Voscherau	9.0
Haushaltsplänen	15.0
Kartuschen	10.0
Pantoprazol	11.0
Listing	7.0
Geldsystems	11.0
Loccum	6.0
Hochplateaus	12.0
Rundganges	10.0
ABBA	4.0
Biostoffverordnung	18.0
Studienergebnissen	18.0
DMPs	4.0
ÄRZTE	5.0
Oates	5.0
Karibus	7.0
MATRIX	6.0
Schallquellen	13.0
Volume	6.0
Wechselkurses	13.0
Versionsnummer	14.0
Werkstücken	11.0
Veräußerungen	13.0
BTU	3.0
Handelsfragen	13.0
Unfalles	8.0
Indymedia	9.0
Gothics	7.0
Schären	7.0
Lauffen	7.0
Rechtschaffenen	15.0
Quraisch	8.0
Psoriasis	9.0
KTS	3.0
Jägerschaft	11.0
Innenstädten	12.0
Demosthenes	11.0
Suchergebnissen	15.0
Salzuflen	9.0
Rechtsbehelfe	13.0
LStR	4.0
Sprechenden	11.0
Unterhaut	9.0
Rollstuhlfahrern	16.0
Apfelschnecken	14.0
Guppys	6.0
Geldscheinen	12.0
Aquarianern	11.0
Frequenzband	12.0
Lohnverhandlungen	17.0
Regelbetrag	11.0
Überlieferungsbildung	21.0
Hauptamtes	10.0
Redundanzen	11.0
Verwaltungsakten	16.0
Arbeitszusammenhänge	20.0
Informationssendungen	21.0
TOM	3.0
Jugendschutzbestimmungen	24.0
Surround	8.0
Handlungsmustern	16.0
Farbfilter	10.0
Feuergefechte	13.0
Deleted	7.0
Must	4.0
Actionsequenzen	15.0
Grenzfrequenz	13.0
Kenpo	5.0
Katas	5.0
Obrist	6.0
Gauguin	7.0
Banz	4.0
Sicherheitscheck	16.0
Betrachtungszeitraum	20.0
Atommülls	9.0
Nachwuchskräften	16.0
Fußfesseln	10.0
Mischgetränke	13.0
Nebenfluss	10.0
vater	5.0
AHS	3.0
MAC	3.0
Horoskops	9.0
Hauptspiegel	12.0
Okularauszug	12.0
Sehfeld	7.0
Okulare	7.0
Sambesi	7.0
NGC	3.0
Schwerhörigen	13.0
bit	3.0
Rovers	6.0
Exoplaneten	11.0
Sojourner	9.0
Wassermoleküle	14.0
Gasser	6.0
Radiowellen	11.0
Erscheinens	11.0
Terrorangst	11.0
Abwassergebühren	16.0
MAI	3.0
Flächenländern	14.0
Positionspapiers	16.0
Spruchkörpers	13.0
Lohnabrechnungen	16.0
Kopierschutzes	14.0
Befassen	8.0
Auslegungsregeln	16.0
Wesentlichkeit	14.0
Markeninhaberin	15.0
Ferngläser	10.0
Klais	5.0
Einkäufern	10.0
Messbarkeit	11.0
Messeauftritt	13.0
AWI	3.0
Sonderwirtschaftszonen	22.0
Lichtteilchen	13.0
Doktorandinnen	14.0
Attachment	10.0
Arbeitslosmeldung	17.0
Transporters	12.0
Kontinentalplatten	18.0
Primärenergieverbrauchs	23.0
Linksdemokraten	15.0
Kooperationsprojekten	21.0
Industriegebietes	17.0
Waldau	6.0
Espace	6.0
Cayenne	7.0
Handtaschen	11.0
CLK	3.0
Türgriffe	9.0
Kaufvertrags	12.0
Walzen	6.0
Automobilherstellern	20.0
Touring	7.0
Floating	8.0
Cabriolet	9.0
Fernrohren	10.0
ZwangsarbeiterInnen	19.0
Endokrinologie	14.0
Videoarbeiten	13.0
Schabbat	8.0
Kniekehlen	10.0
Zeitformen	10.0
ICT	3.0
Beratungstätigkeiten	20.0
Crashkurs	9.0
Didacta	7.0
Zukunftsthemen	14.0
Umweltmanagements	17.0
Fellows	7.0
Anpassungsprobleme	18.0
Thermalquellen	14.0
Präsentationsformen	19.0
Schwarzwaldes	13.0
Cité	4.0
Bechern	7.0
Kurorte	7.0
Saisons	7.0
Mortier	7.0
Studentenwerken	15.0
Forschungsstätten	17.0
Majestäten	10.0
Montparnasse	12.0
Gestaltungsformen	17.0
HypoVereinsbank	15.0
Ansprechbarkeit	15.0
Holzkirchen	11.0
Rebound	7.0
Netzwelt	8.0
Prestigeprojekte	16.0
Lehrinhalten	12.0
Untersuchungsergebnissen	24.0
Kinzigtal	9.0
Darlehensvertrags	17.0
Bereitstellungszinsen	21.0
Zuleitungen	11.0
Abrissbirne	11.0
Schwalb	7.0
Chevalier	9.0
Herrnhuter	10.0
Methodisten	11.0
Kriegsereignisse	16.0
Methodismus	11.0
Episkopat	9.0
Zunahmen	8.0
Insektenstichen	15.0
Regnitz	7.0
Fließgewässern	14.0
Sichtverhältnisse	17.0
Grundrechtscharta	17.0
Artenzusammensetzung	20.0
Libellen	8.0
Sprechakte	10.0
BetreuerInnen	13.0
Ansparphase	11.0
Zelllinien	10.0
Maßeinheiten	12.0
Waldbäume	9.0
Gesprächskreises	16.0
Textzeugen	10.0
Fischteiche	11.0
Kommentators	12.0
Alcoa	5.0
Vertragsärzten	14.0
Risikostrukturausgleichs	24.0
Halbach	7.0
Vertreterversammlungen	22.0
Bewertungsausschuss	19.0
Zylinders	9.0
Einwürfen	9.0
Spielperiode	12.0
Referee	7.0
Teamchefs	9.0
Schmalspurbahnen	16.0
Scanners	8.0
Tavernen	8.0
Umzuges	7.0
strand	6.0
Umschreibungen	14.0
Exportsubventionen	18.0
Volkskongresses	15.0
Soldatenräte	12.0
Rafting	7.0
Holstentor	10.0
Sportfans	9.0
Lissabonner	11.0
Doktorgrades	12.0
Reformvorstellungen	19.0
Bundesstaatskommission	22.0
Galen	5.0
Brustzentren	12.0
Krematorien	11.0
Einwanderungsbehörden	21.0
Gesprächspsychotherapie	23.0
Folterknechte	13.0
Flashbacks	10.0
Einfügungen	11.0
Kernbestandteil	15.0
Sportflächen	12.0
Fremdfirmen	11.0
Tondokumente	12.0
Bildungsweges	13.0
Anbauten	8.0
Straftatbeständen	17.0
Geldbetrages	12.0
Wohnlagen	9.0
Presseinformationen	19.0
Soundcheck	10.0
Studienanteile	14.0
Spiralen	8.0
Tauschringe	11.0
Spinnern	8.0
Einnahmeausfälle	16.0
Schutzumfang	12.0
Pharmakonzernen	15.0
Rahmenprogramme	15.0
Wissenschaftsnetz	17.0
Studienanfängerzahlen	21.0
Serviceangebote	15.0
FMP	3.0
Unternehmensvereinigung	23.0
UVS	3.0
Gruss	5.0
Ausbildungsstrukturen	21.0
Diskussionsprozesses	20.0
Forschungsaufträgen	19.0
Sachgebieten	12.0
Tochterunternehmens	19.0
Gaehtgens	9.0
Innovationszyklen	17.0
Technologieparks	16.0
Projektträgern	14.0
Schlussakkord	13.0
Kompetenznetze	14.0
Berufsbildern	13.0
Trümper	7.0
Dorint	6.0
Forschungsorganisationen	24.0
Betrachtern	11.0
Innovationszentren	18.0
Nanoteilchen	12.0
Farbstoffen	11.0
Namensgebers	12.0
Roters	6.0
Lexus	5.0
Daihatsu	8.0
Schlusslichter	14.0
Lebenspläne	11.0
Alkoholgenusses	15.0
Lieblingsbücher	15.0
Hauptreihe	10.0
Spanischkenntnisse	18.0
Père	4.0
Mieder	6.0
Whistler	8.0
Gesalbte	8.0
Ungebildeten	12.0
Kerngedanken	12.0
Ortsvereinen	12.0
Telefonanschlusses	18.0
BZRG	4.0
Hauptzollämter	14.0
Landesfinanzbehörden	20.0
Sondereffekte	13.0
Kirchensteuern	14.0
Nießbraucher	12.0
Sondervergütungen	17.0
Passivierung	12.0
Wirtschaftsjahres	17.0
Kostentragung	13.0
Gewinnfeststellung	18.0
Streitfalls	11.0
Steuerangelegenheiten	21.0
Pensionsrückstellungen	22.0
Besitzunternehmen	17.0
Gesamthand	10.0
Betriebsunternehmen	19.0
Außenhaftung	12.0
Nießbrauchs	11.0
Arbeitseinkommens	17.0
Feststellungslast	17.0
Tatsachenvortrag	16.0
Leistenden	10.0
Schriftsätzen	13.0
Mitunternehmeranteils	21.0
Pensionskassen	14.0
Verkaufspreise	14.0
Aufschläge	10.0
Absatzmöglichkeiten	19.0
Ergänzungsbilanz	16.0
Vorstehers	10.0
Zinsaufwendungen	16.0
Vorvertrag	10.0
Vertragsverhältnisse	20.0
Wertpapiergeschäften	20.0
Versorgungsbezügen	18.0
Wertsicherungsklausel	21.0
Rechtsvorgang	13.0
Beschwerdegegner	16.0
Miteigentumsanteile	19.0
Nießbrauchsrecht	16.0
Gebäudekomplexes	16.0
Steuerfälle	11.0
Veräußerungsgewinne	19.0
Aufgabenbereichs	16.0
Verpflegungsmehraufwand	23.0
Drittschuldner	14.0
Vollstreckungsschuldner	23.0
Pachtverträgen	14.0
±	2.0
Stadtbahnen	11.0
Austauschprozesse	17.0
Berufsausbildungsvorbereitung	29.0
Ausbildungsstandards	20.0
Marketingkonzepte	17.0
Ledigen	7.0
Lebenserwartungen	17.0
Midianiter	10.0
Brotbrechen	11.0
Machtbeziehungen	16.0
Bergleuten	10.0
Bundeswasserstraßen	19.0
Landegebühren	13.0
Ansteuerung	11.0
Tumulte	7.0
Haushaltsgeräte	15.0
Ölmultis	8.0
Crashtests	10.0
Schneemassen	12.0
Delaware	8.0
Roads	5.0
Newport	7.0
Smolensk	8.0
Gartencenter	12.0
Sämereien	9.0
Schulämtern	11.0
Detektiven	10.0
Gesprächsforen	14.0
Dowling	7.0
Fachpraxis	10.0
Unterrichtsbeispiele	20.0
WfB	3.0
Internetangeboten	17.0
Aplerbeck	9.0
Beigeordneten	13.0
Landschaftspläne	16.0
Brackel	7.0
Dortmundern	11.0
Sierau	6.0
HLX	3.0
Nativen	7.0
Fertigungsprozesse	18.0
Objekttypen	11.0
Erftkreis	9.0
Nachwuchsgruppen	16.0
Flugpläne	9.0
Wellensittichs	14.0
Geruchs	7.0
Speichers	9.0
Heiles	6.0
Altersrenten	12.0
Christseins	11.0
Königshäuser	12.0
Nettetal	8.0
Corte	5.0
Explosivstoffe	14.0
Detailkenntnisse	16.0
Pressevertretern	16.0
Drahtziehern	12.0
Erntemengen	11.0
Hautschuppen	12.0
Sorgeberechtigten	17.0
Landesgesetzen	14.0
Erziehungsverantwortung	23.0
Landesjugendamtes	17.0
Kindeswohlgefährdung	20.0
Rhythmisierung	14.0
Jokers	6.0
Bezirksverordnetenversammlungen	31.0
Vermissten	10.0
Digicam	7.0
Tagebucheinträge	16.0
Viacom	6.0
Varietés	8.0
Jonglage	8.0
Bachläufe	9.0
Fischerbooten	13.0
Jachten	7.0
Grünwalder	10.0
Uerdinger	9.0
Fortunen	8.0
BayArena	8.0
Golz	4.0
Schneefälle	11.0
Sponsors	8.0
Fanclubs	8.0
Endspielen	10.0
Broich	6.0
Ratinger	8.0
Königsblauen	12.0
Flingern	8.0
Heilberufe	10.0
Teilbeträge	11.0
Qualifikationsphase	19.0
Freiwilligendiensten	20.0
Wirtschaftsjunioren	19.0
Tabakkonsums	12.0
Präventionsgesetz	17.0
Haushaltsnettoeinkommen	23.0
Rechtsunsicherheiten	20.0
Frühförderstellen	17.0
Commissioner	12.0
Refugees	8.0
Rückführungen	13.0
Frequentierung	14.0
Leitbilds	9.0
Fruchtsäfte	11.0
Ministerinnen	13.0
Blockheizkraftwerken	20.0
Energiepass	11.0
Aktionsplanes	13.0
Gleicke	7.0
Sicherheitssektors	18.0
Deviseneinnahmen	16.0
Regionalorganisationen	22.0
Willensbildungsprozess	22.0
Zugangsbarrieren	16.0
Fehlbildungen	13.0
Anwaltsnotar	12.0
Informationsblättern	20.0
Schippel	8.0
Rechnungslegungsvorschriften	28.0
Winglets	8.0
Sicherheitsbedürfnissen	23.0
Transgender	11.0
Belt	4.0
Beteilung	9.0
Grohe	5.0
MDax	4.0
Kurssteigerungen	16.0
Wettbewerbers	13.0
Börsenschluss	13.0
Volatilität	11.0
Orders	6.0
Einkommensgrenzen	17.0
Darboven	8.0
Familienzimmer	14.0
Dreams	6.0
Advocaat	8.0
Marshalls	9.0
Oberhaupts	10.0
Verwaltern	10.0
Maroniten	9.0
Stellenwerts	12.0
Zukunftserwartungen	19.0
Landeszentrum	13.0
Existenzialismus	16.0
RMB	3.0
Solidaritätsbekundungen	23.0
Rixdorf	7.0
Verschleppten	13.0
Mohrrüben	9.0
Womo	4.0
Holzprodukte	12.0
Zeichentrickfilme	17.0
fabrixx	7.0
Kleinkriminellen	16.0
Konkubinen	10.0
Amalekiter	10.0
Wasserwerkes	12.0
Greifvögeln	11.0
Außenseiten	11.0
Fendel	6.0
Sparzwängen	11.0
Eberswalder	11.0
Stuhr	5.0
Weyhe	5.0
BSAG	4.0
Berufsausbildungsverhältnis	27.0
Wamsler	7.0
Schlussminute	13.0
Budo	4.0
Wegbereitern	12.0
Ungeübten	9.0
Kofinanzierung	14.0
Cream	5.0
Ansprechpartners	16.0
Einbaus	7.0
Mobilfunkindustrie	18.0
Sicherheitsaspekten	19.0
Konzentrationsschwierigkeiten	29.0
Bluttests	9.0
BauNVO	6.0
Mobilfunkstrahlung	18.0
Bloomberg	9.0
Schwarzeneggers	15.0
Snow	4.0
Länderverfassungen	18.0
Panzerfahrzeuge	15.0
Hintermännern	13.0
Exportmärkte	12.0
Taupitz	7.0
Eurasischen	11.0
Votivtafeln	11.0
Bestsellern	11.0
Helme	5.0
Ölexporte	9.0
Fernsehspots	12.0
Irakkrise	9.0
Nachrichtendiensten	19.0
Haushaltskürzungen	18.0
Wahlveranstaltungen	19.0
TIA	3.0
Pyle	4.0
Portillo	8.0
Finanzkapitals	14.0
BdB	3.0
Agrardiesel	11.0
Erscheinungsbildes	18.0
Baumschulwirtschaft	19.0
Magnolien	9.0
Blütenpflanzen	14.0
Mitversicherung	15.0
Versorgungsverträge	19.0
Ärztetages	10.0
Studienabsolventen	18.0
Reviews	7.0
